target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,sk_cue,sk_target,sk_word_combo,unrelated_sk_cue
jazva,599.579476170581,598.095799976956,-0.400850038148995,-0.541068056434071,57.6714307750624,39.7915303408305,0.168327251258913,0.123230542998602,25,18,1,1,21,15,21,15,0,0,1,1,25,18,1,1,20,14,21,15,0,0,0.952380952380952,0.933333333333333,21,15,-1.48367619362546,-0.140218018285076,sk,tattoo,scar,tetovanie,jazva,tetovaniejazva,superman
jašterica,640.673153874809,712.410263166377,-0.178805260369062,0.0991289039880394,23.138078854717,42.9983496309667,0.0983952711732315,0.213671635123683,18,24,3,3,13,19,13,19,0,0,1,1,18,24,3,3,12,17,13,19,0,0,0.923076923076923,0.894736842105263,13,19,71.7371092915678,0.277934164357102,sk,frog,lizard,žaba,jašterica,žabajašterica,orchester
jedinečný,560.364826081441,650.718828572773,-0.530863881911933,-0.354797281779824,21.4796776630855,29.4682778338257,0.0854376052252437,0.0997130538692546,27,36,8,3,23,35,24,35,0,0,0.958333333333333,1,26,36,9,3,24,35,24,35,0,0,1,1,23,35,90.3540024913318,0.176066600132109,sk,special,unique,špeciálny,jedinečný,špeciálnyjedinečný,generál
jednoduchý,594.068312509023,688.509666719272,-0.324621907639403,-0.0741652626737733,23.9858460704367,69.8235194911297,0.0978251148693439,0.239382627017266,36,17,7,1,32,15,32,16,0,0,1,0.9375,36,18,7,0,32,16,32,16,0,0,1,1,32,15,94.4413542102493,0.25045664496563,sk,simply,simple,jednoducho,jednoduchý,jednoduchojednoduchý,trasa
jednotlivec,636.835756095812,629.081259248098,-0.387171554098284,-0.280803630426586,28.5011611307539,39.1335079674151,0.0932477785011981,0.125429918364329,44,29,2,9,41,27,42,27,0,0,0.976190476190476,1,44,29,2,9,42,26,42,27,0,0,1,0.962962962962963,41,27,-7.75449684771434,0.106367923671698,sk,person,individual,osoba,jednotlivec,osobajednotlivec,meč
jemný,505.802673920626,593.187062485077,-0.710860060823944,-0.45894858363861,25.1552866501717,44.2815586253714,0.106777523501444,0.162275091235365,48,37,12,5,46,32,46,33,0,0,1,0.96969696969697,50,37,10,5,45,31,46,33,0,0,0.978260869565217,0.93939393939394,46,32,87.3843885644515,0.251911477185334,sk,soft,gentle,mäkký,jemný,mäkkýjemný,žurnalistika
jeseň,463.008692317647,580.649700021495,-0.826267122244807,-0.497281640572353,22.3642676235314,41.5404449424603,0.110284264203557,0.151462845817239,16,24,2,4,14,20,14,20,0,0,1,1,16,24,2,4,14,20,14,20,0,0,1,1,13,20,117.641007703848,0.328985481672454,sk,spring,autumn,jar,jeseň,jarjeseň,pozornosť
jesť,578.96249999995,516.115454546264,-0.664137661615767,-0.742807935428095,48.6612028562925,19.6651783924221,0.125030538948086,0.100266435293018,25,26,6,5,24,22,24,22,1,0,1,1,26,26,5,5,24,21,24,22,1,0,1,0.954545454545455,24,22,-62.8470454536866,-0.0786702738123285,sk,feed,eat,kŕmiť,jesť,kŕmiťjesť,temnota
junior,544.592279995489,666.050589740285,-0.765360446467458,-0.129623289905668,25.1106803390283,32.3409458534638,0.0628284037618069,0.129172518143673,31,45,5,5,25,39,25,40,0,0,1,0.975,30,46,6,4,25,37,25,40,0,0,1,0.925,25,39,121.458309744796,0.63573715656179,sk,senior,junior,senior,junior,seniorjunior,faktor
júl,489.187062464752,539.627941173482,-0.91541001060915,-0.710071948899931,27.029743465545,20.7481527812858,0.0789625561799605,0.062307268811429,18,38,6,5,16,34,16,34,0,1,1,1,18,38,6,5,15,34,16,34,0,1,0.9375,1,16,34,50.4408787087299,0.205338061709219,sk,june,july,jún,júl,júnjúl,dedičstvo
júlia,630.322125017637,679.092238089066,-0.370149614596538,-0.195985498707601,49.8870163777434,31.6818528450944,0.166764874864587,0.122680296311489,27,51,5,3,24,42,25,47,0,0,0.96,0.893617021276596,28,51,4,3,20,47,25,47,0,0,0.8,1,24,42,48.7701130714291,0.174164115888937,sk,romeo,juliet,rómeo,júlia,rómeojúlia,hotel
kameň,543.585358971308,550.303549999696,-0.609834898904432,-0.600720366723881,37.8507673662142,21.3047278371766,0.157877515997879,0.0708704803215863,40,25,1,11,39,20,39,20,0,1,1,1,40,25,1,11,38,19,39,20,0,1,0.974358974358974,0.95,39,20,6.71819102838765,0.00911453218055114,sk,rock,stone,skala,kameň,skalakameň,krátky
kamión,615.478439990044,623.917809527469,-0.451321768651319,-0.442638964499667,35.5355693382752,39.6118259488883,0.117506935312429,0.111930021840354,33,26,3,1,25,21,26,21,0,0,0.961538461538462,1,33,25,3,2,20,21,26,21,0,0,0.769230769230769,1,25,21,8.43936953742445,0.00868280415165146,sk,jeep,truck,džíp,kamión,džípkamión,trhať
kancelária,596.925954530783,675.961020837053,-0.51832412092065,-0.287265638036241,30.2912777006458,53.6839265829388,0.0856415829445547,0.12464481259781,26,50,4,9,22,48,22,48,0,0,1,1,26,50,4,9,22,47,22,48,0,0,1,0.979166666666667,22,48,79.0350663062701,0.231058482884409,sk,desk,office,stôl,kancelária,stôlkancelária,čítať
kapela,649.765785725145,667.661076928108,-0.438026701677133,-0.391741975844152,48.3757223769163,60.7220873858132,0.117610515436883,0.17260764989497,17,31,3,4,14,27,14,28,0,0,1,0.964285714285714,17,32,3,3,13,27,14,28,0,0,0.928571428571429,0.964285714285714,14,26,17.8952912029636,0.046284725832981,sk,orchestra,band,orchester,kapela,orchesterkapela,vynikajúci
kapitalizmus,713.937949991441,761.897939393271,-0.0907102166663772,0.047246582782445,37.7694720851476,37.1672619069044,0.114127796046212,0.114096223472614,22,41,5,6,20,33,20,34,1,1,1,0.970588235294118,23,41,4,6,17,33,20,34,1,1,0.85,0.970588235294118,20,33,47.9599894018291,0.137956799448822,sk,anarchy,capitalism,anarchia,kapitalizmus,anarchiakapitalizmus,obloha
kapitán,587.963590927099,609.118954542945,-0.431643593255071,-0.54021970016508,49.1777975107599,66.5409343309549,0.145756763420689,0.132886112440998,23,28,1,4,22,22,22,22,0,0,1,1,24,27,0,5,22,22,22,22,0,0,1,1,22,22,21.1553636158457,-0.108576106910009,sk,commander,captain,veliteľ,kapitán,veliteľkapitán,hrdlo
kaplnka,591.938153861328,741.370578933437,-0.45017937741968,0.101605113185432,43.9406701902468,39.5997339955048,0.182119492297592,0.145103642659273,27,23,5,6,26,19,26,21,0,0,1,0.904761904761905,27,24,5,5,26,19,26,21,0,0,1,0.904761904761905,26,19,149.432425072109,0.551784490605112,sk,church,chapel,kostol,kaplnka,kostolkaplnka,monštrum
kardinál,631.687153843883,796.238814801718,-0.366518902002806,0.450591633149287,25.0746020257231,54.7420545897041,0.0995948369956544,0.183223588397051,42,34,4,6,39,27,40,29,0,0,0.975,0.931034482758621,42,31,4,9,38,26,40,28,0,1,0.95,0.928571428571429,39,27,164.551660957835,0.817110535152093,sk,bishop,cardinal,biskup,kardinál,biskupkardinál,krabica
kartel,770.920875017894,812.212531254334,0.191282318163697,0.471526853326362,58.4386107956792,35.3761875399434,0.186045784275461,0.147952194818557,35,54,7,6,16,32,25,47,1,0,0.64,0.680851063829787,32,50,10,10,25,46,25,47,1,0,1,0.978723404255319,16,32,41.2916562364408,0.280244535162666,sk,mafia,cartel,mafia,kartel,mafiakartel,klavír
kačica,538.9855135265,576.276107140307,-0.686686217745068,-0.472357190546616,21.9134213464881,17.2515288823056,0.0798847861589986,0.0666238482559735,39,35,2,4,37,28,37,29,0,0,1,0.96551724137931,39,35,2,4,32,28,37,29,0,0,0.864864864864865,0.96551724137931,37,28,37.2905936138076,0.214329027198452,sk,goose,duck,hus,kačica,huskačica,milión
kempovanie,817.360239148961,792.882866669155,0.378096077854204,0.23917500738299,43.7668788241275,61.431714732487,0.136309012428744,0.134417189513065,50,21,1,5,46,15,48,18,0,0,0.958333333333333,0.833333333333333,50,20,1,6,45,18,48,18,0,0,0.9375,1,46,15,-24.4773724798054,-0.138921070471214,sk,picnic,camping,piknik,kempovanie,piknikkempovanie,oblička
kladivo,561.043326086198,581.595685724249,-0.640772621493988,-0.577665684316877,25.1029518004024,27.1484135010125,0.0969889310720821,0.105924946531999,50,37,5,4,46,35,47,35,0,0,0.978723404255319,1,50,36,5,5,46,34,47,35,0,0,0.978723404255319,0.971428571428571,46,35,20.5523596380506,0.0631069371771102,sk,stick,hammer,palica,kladivo,palicakladivo,obálka
klamár,580.770738115383,572.574161292539,-0.559120471634629,-0.595552688530437,43.9677426400982,26.2839829797824,0.123848166881501,0.0822724677178834,46,37,9,5,42,31,42,31,0,0,1,1,46,34,9,8,39,30,42,30,0,1,0.928571428571429,1,42,31,-8.19657682284378,-0.0364322168958074,sk,lie,liar,klamať,klamár,klamaťklamár,východ
klasický,692.004766673175,600.202452380107,-0.227056611383775,-0.533526634425471,88.4822267293361,34.1686808644494,0.24325154930538,0.124135941687484,33,44,5,3,30,42,30,42,0,0,1,1,33,44,5,3,29,40,30,42,0,0,0.966666666666667,0.952380952380952,30,42,-91.8023142930675,-0.306470023041696,sk,typical,classic,typický,klasický,typickýklasický,klub
klenot,675.433145841843,592.312272716415,-0.21978847178673,-0.343400369975749,46.4084766279072,32.1376871486949,0.119416149640261,0.121236217390224,51,27,5,10,48,22,49,24,1,0,0.979591836734694,0.916666666666667,52,27,4,10,50,23,50,24,0,0,1,0.958333333333333,48,22,-83.1208731254276,-0.123611898189019,sk,diamond,jewel,diamant,klenot,diamantklenot,priamy
klobúk,563.626200000294,526.824812499458,-0.501473871541757,-0.716753329541985,29.5736655482014,30.2878370929151,0.142621603600633,0.0862562722398404,26,21,2,3,20,16,20,16,0,0,1,1,26,21,2,3,16,15,20,16,0,0,0.8,0.9375,20,16,-36.8013875008362,-0.215279458000228,sk,helmet,hat,helma,klobúk,helmaklobúk,únos
kláštor,512.46350000216,506.739666662465,-0.704975654736371,-0.68938554400134,22.841771233978,23.7361688709715,0.0638802024781476,0.0833326665264798,19,21,4,3,18,18,18,18,0,0,1,1,19,21,4,3,17,18,18,18,0,0,0.944444444444444,1,18,18,-5.72383333969469,0.0155901107350306,sk,temple,monastery,chrám,kláštor,chrámkláštor,odpoveď
kláštor,512.46350000216,506.739666662465,-0.704975654736371,-0.68938554400134,22.841771233978,23.7361688709715,0.0638802024781476,0.0833326665264798,19,21,4,3,18,18,18,18,0,0,1,1,19,21,4,3,17,18,18,18,0,0,0.944444444444444,1,18,18,-5.72383333969469,0.0155901107350306,sk,temple,monastery,chrám,kláštor,chrámkláštor,klamať
kláštor.1,628.802309522223,556.26609999039,-0.344743409823685,-0.495777332153491,41.1777793144463,21.855358673069,0.170312341489644,0.0879160310975219,45,37,7,10,42,30,42,30,0,0,1,1,46,36,6,11,34,30,42,30,0,0,0.80952380952381,1,42,30,-72.5362095318328,-0.151033922329806,sk,orphanage,convent,sirotinec,kláštor,sirotineckláštor,odpoveď
kláštor.1,628.802309522223,556.26609999039,-0.344743409823685,-0.495777332153491,41.1777793144463,21.855358673069,0.170312341489644,0.0879160310975219,45,37,7,10,42,30,42,30,0,0,1,1,46,36,6,11,34,30,42,30,0,0,0.80952380952381,1,42,30,-72.5362095318328,-0.151033922329806,sk,orphanage,convent,sirotinec,kláštor,sirotineckláštor,klamať
kniha,510.163055593313,538.985136350712,-0.733266888059557,-0.688625684897092,77.53270766295,31.4912791161703,0.239451944525111,0.10079667627596,19,24,6,9,18,22,18,22,1,0,1,1,19,24,6,9,18,20,18,22,1,0,1,0.909090909090909,18,22,28.8220807573993,0.044641203162465,sk,bible,book,biblia,kniha,bibliakniha,ideálny
koberec,551.367750000735,605.184000044618,-0.656866345598896,-0.433155021808036,25.9755325702856,58.373747252831,0.0760398748419193,0.141204986338615,21,28,3,6,20,24,21,24,1,0,0.952380952380952,1,21,28,3,6,21,24,21,24,1,0,1,1,20,24,53.8162500438827,0.223711323790861,sk,floor,carpet,podlaha,koberec,podlahakoberec,vypočutie
kolaps,630.35779998108,652.820235303918,-0.260028244417014,-0.267124282803208,31.2583637856081,22.594662311835,0.146410921288323,0.0944235348516982,30,21,6,6,25,17,27,17,0,0,0.925925925925926,1,30,23,6,4,27,17,27,17,0,0,1,1,25,17,22.4624353228377,-0.0070960383861941,sk,fall,collapse,pád,kolaps,pádkolaps,lov
koleno,543.807105331433,598.017105275767,-0.667040204691917,-0.526766053763358,20.0751751169998,38.4990360875752,0.0871040910164425,0.166083328158362,45,27,5,5,38,19,40,19,1,0,0.95,1,45,26,5,6,40,19,41,19,0,0,0.975609756097561,1,38,19,54.2099999443335,0.140274150928559,sk,shoulder,knee,rameno,koleno,ramenokoleno,móda
komisár,568.603307691429,572.873851853738,-0.602677352256358,-0.567540781218005,35.7670544107181,27.1916082936815,0.11077556717146,0.0660770689044977,28,37,4,4,26,27,26,28,0,0,1,0.964285714285714,28,37,4,4,26,28,26,28,0,0,1,1,26,27,4.27054416230897,0.0351365710383528,sk,inspector,commissioner,inšpektor,komisár,inšpektorkomisár,jedlo
komunikácia,616.225315769699,656.164461535125,-0.340198536124168,-0.222521270817753,28.6132698944058,31.9779683664596,0.136697333249989,0.110370561437515,22,26,4,4,19,26,20,26,0,0,0.95,1,22,26,4,4,19,26,20,26,0,0,0.95,1,19,26,39.9391457654259,0.117677265306415,sk,navigation,communication,navigácia,komunikácia,navigáciakomunikácia,pokorný
komunista,634.007800001114,584.943681858373,-0.426114346128873,-0.555158068252061,46.9052723969585,27.685749781626,0.156436435785121,0.0922821565142174,21,24,2,5,20,22,20,22,0,0,1,1,21,24,2,5,19,20,20,22,0,0,0.95,0.909090909090909,20,22,-49.0641181427412,-0.129043722123188,sk,racist,communist,rasista,komunista,rasistakomunista,prax
komunita,536.85462499905,528.803049997868,-0.546106644532426,-0.680073145067862,30.7478862005524,21.5666373581125,0.0939655936737405,0.0681885640135094,27,43,5,3,24,40,25,40,0,0,0.96,1,27,43,5,3,25,39,25,40,0,0,1,0.975,24,40,-8.05157500118287,-0.133966500535436,sk,society,community,spoločnosť,komunita,spoločnosťkomunita,zbytočný
komédia,544.069928585219,568.95850000894,-0.573584198928304,-0.66251923772706,67.533620227708,31.9448299604977,0.267960022348752,0.0767641242799118,15,37,5,9,14,28,14,28,0,2,1,1,15,37,5,9,14,28,14,28,0,2,1,1,14,28,24.8885714237211,-0.0889350387987563,sk,drama,comedy,dráma,komédia,drámakomédia,objekt
koncentrovať,765.656653843185,887.200863634703,0.0706641341597243,0.587932009348265,55.1524182617937,78.245389215169,0.157221342733319,0.288220179958924,30,25,3,8,26,22,26,22,0,0,1,1,30,25,3,8,25,22,26,22,0,0,0.961538461538462,1,26,22,121.544209791518,0.517267875188541,sk,focus,concentrate,zamerať,koncentrovať,zameraťkoncentrovať,rúž
koncert,545.618454516142,639.370718741364,-0.599461228110598,-0.259604109330408,24.2894158316355,37.3308594948843,0.101825860710302,0.0996524605165989,24,35,3,2,22,32,22,33,0,0,1,0.96969696969697,24,35,3,2,17,32,22,33,0,0,0.772727272727273,0.96969696969697,22,32,93.7522642252225,0.33985711878019,sk,tour,concert,turné,koncert,turnékoncert,stôl
konečný,514.405399991914,592.200434777686,-0.702108835017934,-0.521585685274356,20.2641762465768,36.6588877729066,0.0549818251449213,0.112061091694625,39,26,10,7,35,23,36,24,1,0,0.972222222222222,0.958333333333333,39,28,10,5,35,23,36,24,1,0,0.972222222222222,0.958333333333333,35,23,77.7950347857719,0.180523149743579,sk,final,ultimate,finálny,konečný,finálnykonečný,člen
koniec,517.02774286028,502.145631561367,-0.750690281856704,-0.733462211553512,28.2806604714425,17.2373197141642,0.0954095125725265,0.0802458356678888,38,24,6,4,35,19,35,19,0,0,1,1,38,25,6,3,35,18,35,19,0,0,1,0.947368421052632,35,19,-14.8821112989125,0.0172280703031916,sk,end,finish,záver,koniec,záverkoniec,najať
konštrukcia,688.858062502131,714.068677418078,-0.11465623862268,-0.110410254976069,36.2588444278442,65.2431284544573,0.136078520608037,0.22539811585538,51,34,5,6,48,31,48,31,0,0,1,1,51,34,5,6,44,31,48,31,0,0,0.916666666666667,1,48,31,25.2106149159467,0.00424598364661131,sk,pyramid,structure,pyramída,konštrukcia,pyramídakonštrukcia,chrániť
korporácia,744.466923082434,842.790206927013,0.0471188506312216,0.458488569101682,32.9799778132422,58.2815992287078,0.107753314131634,0.154721523162562,50,35,13,6,39,29,44,32,0,0,0.886363636363636,0.90625,52,35,11,6,43,30,44,32,0,0,0.977272727272727,0.9375,39,29,98.3232838445797,0.411369718470461,sk,company,corporation,spoločnosť,korporácia,spoločnosťkorporácia,teplo
korytnačka,644.024435905419,646.539749994104,-0.381248730287606,-0.161219547240731,35.4163217356334,28.0204328405302,0.112961995185325,0.133334313745476,47,20,8,1,39,16,40,16,0,0,0.975,1,47,20,8,1,40,15,40,16,0,0,1,0.9375,39,16,2.51531408868539,0.220029183046876,sk,snail,turtle,slimák,korytnačka,slimákkorytnačka,proces
kov,602.034615398653,679.258749996268,-0.451013498113795,-0.247400651586728,61.933562911825,67.1411823925563,0.170239553181349,0.170783051773841,30,27,4,5,26,20,26,21,0,1,1,0.952380952380952,30,26,4,6,25,20,26,20,0,2,0.961538461538462,1,26,20,77.224134597615,0.203612846527067,sk,iron,metal,železo,kov,železokov,dojem
kovboj,701.588586203221,826.854466641869,0.0272751157531054,0.441419874264356,32.7635707701038,98.2674189705244,0.153116356232248,0.289725245991983,32,24,5,5,29,15,30,18,0,1,0.966666666666667,0.833333333333333,33,23,4,6,17,17,30,19,0,0,0.566666666666667,0.894736842105263,29,15,125.265880438648,0.41414475851125,sk,rodeo,cowboy,rodeo,kovboj,rodeokovboj,zabezpečenie
koňak,597.86671052448,702.88200001217,-0.402698860785248,-0.129415526645649,23.0279908315078,46.0320589123135,0.0807342927951366,0.134331177829343,43,29,5,3,38,27,40,27,1,0,0.95,1,43,29,5,3,39,23,40,27,1,0,0.975,0.851851851851852,38,27,105.01528948769,0.273283334139599,sk,rum,cognac,rum,koňak,rumkoňak,kampaň
kravata,636.25086206803,655.680119997924,-0.255498696478718,-0.325525366762734,26.6805732649255,29.2996591416408,0.0907556073423634,0.0629529311470837,33,31,3,5,29,25,30,29,0,0,0.966666666666667,0.862068965517241,33,31,3,5,30,28,30,29,0,0,1,0.96551724137931,29,25,19.4292579298934,-0.0700266702840159,sk,bind,tie,väzba,kravata,väzbakravata,čo
kreativita,679.551228579928,652.899272733562,-0.244592755016138,-0.298820238925742,41.8275109855967,24.400556437975,0.110911995930629,0.0964959510327912,41,24,2,5,35,22,35,22,0,0,1,1,41,25,2,4,34,21,35,22,0,0,0.971428571428571,0.954545454545455,35,22,-26.651955846366,-0.0542274839096036,sk,imagination,creativity,predstavivosť,kreativita,predstavivosťkreativita,vdova
kresliť,560.629130419749,554.849782601561,-0.648543656858138,-0.573987893773714,34.652283438134,15.5561764997633,0.132629567740631,0.0457603103242963,25,27,6,4,23,23,23,23,1,0,1,1,25,27,6,4,23,22,23,23,1,0,1,0.956521739130435,23,23,-5.77934781818817,0.074555763084424,sk,paint,draw,maľovať,kresliť,maľovaťkresliť,súcitný
kresťan,546.066357143057,578.651125007828,-0.589104898892955,-0.523686841467218,22.5912040023511,28.9109578189369,0.0973250624350441,0.10095150162997,17,32,4,4,14,24,14,25,0,0,1,0.96,17,32,4,4,14,25,14,25,0,0,1,1,14,24,32.5847678647709,0.0654180574257375,sk,catholic,christian,katolík,kresťan,katolíkkresťan,pokrok
krk,520.425000013682,564.562222252859,-0.761198235496971,-0.521882167392169,27.9426039738645,38.0162528506517,0.0854319897704612,0.0888816008018807,44,20,7,1,37,18,38,19,0,0,0.973684210526316,0.947368421052632,44,20,7,1,36,19,38,19,0,0,0.947368421052632,1,37,18,44.1372222391773,0.239316068104803,sk,throat,neck,hrdlo,krk,hrdlokrk,vstúpiť
krutosť,716.786866683599,645.81309527296,-0.0775794148353674,-0.20219730146398,55.2600957521479,35.4729592521751,0.142362153441808,0.121764358151426,34,24,8,4,30,21,30,22,0,0,1,0.954545454545455,34,24,8,4,30,22,30,22,0,0,1,1,30,21,-70.9737714106393,-0.124617886628613,sk,evil,cruelty,zlo,krutosť,zlokrutosť,jún
krutý,534.457647088576,655.330411796283,-0.623620329555254,-0.27552132058752,22.4393456669558,41.1475377093768,0.0646467330201177,0.123550896541269,41,39,3,10,34,34,34,36,0,0,1,0.944444444444444,39,39,5,10,32,35,34,36,0,0,0.941176470588235,0.972222222222222,34,34,120.872764707707,0.348099008967735,sk,brutal,cruel,brutálny,krutý,brutálnykrutý,technológia
králik,648.824799980043,631.627066691302,-0.318600177281446,-0.470210522680537,64.0153350338168,50.8498191703539,0.160288231917496,0.173560463841625,25,17,8,2,20,15,20,15,0,0,1,1,30,17,3,2,11,15,19,15,1,0,0.578947368421053,1,20,15,-17.1977332887413,-0.151610345399091,sk,fox,rabbit,fox,králik,foxkrálik,rádio
krása,461.184416665933,568.951363665465,-0.89847599520222,-0.682022699177752,17.4668046984507,29.3478617689652,0.0597049873863902,0.0878639887560136,28,23,9,3,24,22,25,22,0,0,0.96,1,28,23,9,3,22,21,25,22,0,0,0.88,0.954545454545455,24,22,107.766946999531,0.216453296024468,sk,charm,beauty,čaro,krása,čarokrása,rameno
krásny,521.429550012201,551.499805555894,-0.803754323995756,-0.706903358874717,36.3606055704218,45.9618103216157,0.110364521602653,0.168403309922965,46,38,1,5,40,36,40,36,0,0,1,1,45,38,2,5,39,36,40,36,0,0,0.975,1,40,36,30.0702555436928,0.0968509651210397,sk,pretty,beautiful,pekný,krásny,peknýkrásny,správa
kráľ,480.6906052797,520.36999998075,-0.890231188358036,-0.745192407080031,14.6469743403561,17.3271089855888,0.0579051305061905,0.089412416410212,43,24,6,14,38,20,38,20,0,0,1,1,43,25,6,13,38,20,38,20,0,0,1,1,38,20,39.6793947010504,0.145038781278005,sk,queen,king,kráľovná,kráľ,kráľovnákráľ,tabak
kráľovstvo,628.999559995639,658.570510677007,-0.368087575401416,-0.357520020167576,53.0189317203339,54.3703061696725,0.164504398493616,0.152044638184116,27,50,5,0,25,47,25,47,0,0,1,1,27,50,5,0,25,46,25,47,0,0,1,0.978723404255319,25,47,29.5709506813682,0.0105675552338396,sk,royal,kingdom,kráľovský,kráľovstvo,kráľovskýkráľovstvo,chemický
kríza,546.170650001504,565.681933317031,-0.613524804655266,-0.746496858715168,25.0687498384761,26.2647735940853,0.0813174519097344,0.0664462622038125,50,18,3,8,40,15,40,15,0,0,1,1,50,19,3,7,39,13,40,15,0,0,0.975,0.866666666666667,40,15,19.5112833155267,-0.132972054059902,sk,situation,crisis,situácia,kríza,situáciakríza,snímač
kufor,567.964533327064,581.93868419927,-0.623043931327039,-0.557629866631131,62.3889977720816,26.5177137699796,0.149077246451669,0.097512486474643,16,28,8,5,15,20,15,22,0,0,1,0.909090909090909,18,28,6,5,12,22,15,22,0,0,0.8,1,15,19,13.9741508722063,0.0654140646959082,sk,briefcase,suitcase,aktovka,kufor,aktovkakufor,vysokoškolský
kupujúci,579.201826099679,720.044516122881,-0.588338543398634,-0.138617387956763,28.2432593756479,42.3255162120995,0.076996197717151,0.105054919873502,27,35,5,5,23,31,23,31,0,0,1,1,27,36,5,4,23,31,23,31,0,0,1,1,23,31,140.842690023203,0.44972115544187,sk,seller,buyer,predávajúci,kupujúci,predávajúcikupujúci,koža
kvalita,562.960045436678,649.073800007609,-0.614712999135988,-0.398936552545718,29.1378618144617,70.2749039187175,0.0759033098217452,0.178147203007983,25,26,2,3,22,25,22,25,0,0,1,1,25,26,2,3,22,24,22,25,0,0,1,0.96,22,25,86.1137545709316,0.21577644659027,sk,quantity,quality,množstvo,kvalita,množstvokvalita,finančne
kvetina,639.10202500272,546.739562496634,-0.289541674279112,-0.632924837481824,34.5151452194505,32.6312836273922,0.132452557005904,0.0970314668415377,41,18,5,3,40,16,40,16,0,0,1,1,41,18,5,3,35,16,40,16,0,0,0.875,1,40,16,-92.3624625060864,-0.343383163202712,sk,plant,flower,závod,kvetina,závodkvetina,motív
kyslík,525.914827615917,585.977031243384,-0.702395452607175,-0.583355098664419,31.3872072169566,31.9487141135156,0.111222861691839,0.0757099698883001,32,35,6,5,29,32,29,32,1,0,1,1,33,36,5,4,29,32,30,32,0,0,0.966666666666667,1,29,32,60.0622036274672,0.119040353942757,sk,air,oxygen,vzduch,kyslík,vzduchkyslík,voľne
kámo,649.196406228784,859.054285724729,-0.102211618297471,0.626213292270038,66.4858504071959,74.3271219966999,0.329822950006834,0.32207188071507,38,36,5,4,32,28,36,33,0,0,0.888888888888889,0.848484848484849,38,38,5,2,35,31,36,33,0,0,0.972222222222222,0.93939393939394,32,28,209.857879495946,0.728424910567508,sk,dude,bro,frajer,kámo,frajerkámo,chaos
káva,554.928653824229,547.799787889449,-0.698144587552858,-0.720472822242717,25.7822964243045,27.1785515659132,0.0946723260210646,0.0818371456398825,29,37,1,6,26,33,26,33,0,2,1,1,29,39,1,4,26,32,26,34,0,1,1,0.941176470588235,26,33,-7.12886593478015,-0.0223282346898589,sk,cup,coffee,pohár,káva,pohárkáva,anjel
kázeň,710.249086956655,662.924625039689,0.0707560899669461,-0.166049838783835,96.6660306549951,30.553323756354,0.345601054545346,0.0889461980403252,29,35,9,5,23,32,24,33,0,0,0.958333333333333,0.96969696969697,29,36,9,4,23,33,23,33,1,0,1,1,23,32,-47.3244619169664,-0.236805928750781,sk,speech,sermon,reč,kázeň,rečkázeň,žiarlivý
kópia,507.762615391523,552.229518542017,-0.673542222948919,-0.632009805133266,31.6342643915058,18.2310073281982,0.105438062670598,0.0713528881876272,13,30,1,4,13,27,13,27,0,0,1,1,13,29,1,5,13,27,13,27,0,0,1,1,13,27,44.4669031504932,0.0415324178156531,sk,original,copy,originál,kópia,originálkópia,národný
kôň,498.818952383149,566.408576925277,-0.837314399588433,-0.601335894288773,20.8049527886423,65.117103246153,0.0615781709119547,0.189804226203678,23,30,7,7,21,26,21,26,0,0,1,1,25,30,5,7,18,26,21,26,0,0,0.857142857142857,1,21,26,67.589624542128,0.235978505299659,sk,donkey,horse,osol,kôň,osolkôň,osoba
kúpeľňa,519.823434788278,567.565649992625,-0.794645261874906,-0.560002075785033,16.8829095037292,35.451933609125,0.0600016373036475,0.0869993491300368,26,25,6,2,23,20,23,20,0,0,1,1,26,25,6,2,23,20,23,20,0,0,1,1,23,20,47.7422152043464,0.234643186089873,sk,shower,bathroom,sprcha,kúpeľňa,sprchakúpeľňa,pamätník
kúsok,627.899150016108,545.62225000067,-0.483514545551389,-0.660929094795312,50.7057618953952,27.3033378729459,0.142401046957537,0.0825087154466778,21,16,4,0,20,16,20,16,0,0,1,1,21,16,4,0,18,16,20,16,0,0,0.9,1,20,16,-82.2769000154382,-0.177414549243924,sk,fragment,piece,fragment,kúsok,fragmentkúsok,príležitostne
