target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,pt_br_cue,pt_br_target,pt_br_word_combo
gastar,552.137987657715,631.246536594252,-0.574613549094964,-0.257936733326258,13.0539207817059,39.47122095648,0.0471391043171414,0.119362920739553,84,90,1,2,81,82,81,84,0,0,1,0.976190476190476,84,89,1,3,79,80,81,83,0,1,0.975308641975309,0.963855421686747,81,82,79.1085489365366,0.316676815768706,br_pt,waste,spend,desperdício,gastar,desperdíciogastar
gato,511.3943720963,555.977411767868,-0.718900855207518,-0.499369837875428,17.2711147621948,14.2734077543956,0.0619401048748825,0.0562508214980781,94,108,0,1,86,102,87,104,0,0,0.988505747126437,0.980769230769231,94,106,0,3,85,91,87,102,0,2,0.977011494252874,0.892156862745098,86,102,44.5830396715679,0.21953101733209,br_pt,dog,cat,cão,gato,cãogato
gay,577.439746993035,715.742530650608,-0.550518550695131,0.0943643023795237,18.8333371914588,45.6399600639592,0.057486156332924,0.184159634487562,94,52,1,0,83,49,86,49,1,0,0.965116279069767,1,94,52,1,0,84,45,86,49,1,0,0.976744186046512,0.918367346938776,83,49,138.302783657572,0.644882853074655,br_pt,lesbian,gay,lésbica,gay,lésbicagay
generoso,665.808673071796,620.605053337002,-0.390618086411453,-0.349430174172208,46.9377199562251,25.3969030326842,0.105559692923415,0.0664856715122168,55,85,0,0,52,75,53,76,0,0,0.981132075471698,0.986842105263158,54,85,1,0,51,73,52,76,1,0,0.980769230769231,0.960526315789474,52,75,-45.2036197347936,0.0411879122392458,br_pt,compassionate,generous,compassivo,generoso,compassivogeneroso
gentil,583.948957155668,575.779568623232,-0.512959682460973,-0.52081494850772,24.1711563643917,33.843727788128,0.0683743896986342,0.135996100528429,71,57,2,1,70,52,70,52,0,0,1,1,71,57,2,1,67,51,70,52,0,0,0.957142857142857,0.980769230769231,70,51,-8.16938853243641,-0.0078552660467468,br_pt,soft,gentle,suave,gentil,suavegentil
geralmente,649.493462682704,615.371526322899,-0.350498270827338,-0.267151855605721,29.6976687893573,19.8573391007174,0.0766762805961586,0.0930857690960021,72,61,2,0,68,57,68,58,0,0,1,0.982758620689655,71,61,3,0,65,58,67,58,1,0,0.970149253731343,1,67,57,-34.1219363598053,0.0833464152216167,br_pt,naturally,generally,naturalmente,geralmente,naturalmentegeralmente
girar,540.673545451968,595.690620233747,-0.63783896211078,-0.435633745955748,18.2283751852269,19.6255917417849,0.052147354585286,0.0739664678959097,105,89,0,0,99,79,101,79,0,0,0.98019801980198,1,105,89,0,0,100,76,101,79,0,0,0.99009900990099,0.962025316455696,99,79,55.0170747817796,0.202205216155032,br_pt,turn,rotate,virar,girar,virargirar
global,594.568797100048,566.157233344171,-0.483562050980705,-0.507394496880982,18.551537373972,22.1291182860716,0.0661260035226615,0.0714025369133962,75,70,0,1,69,60,70,65,0,0,0.985714285714286,0.923076923076923,75,70,0,1,70,63,70,65,0,0,1,0.969230769230769,69,60,-28.4115637558766,-0.0238324459002772,br_pt,national,global,nacional,global,nacionalglobal
glória,522.700428587187,541.520392979921,-0.689990650554656,-0.65229947209557,21.0164019804749,14.2108966032728,0.0717211730519535,0.0501786623435803,69,62,1,1,63,60,64,60,0,1,0.984375,1,69,62,1,1,63,59,64,60,0,1,0.984375,0.983333333333333,63,60,18.8199643927335,0.0376911784590863,br_pt,glorious,glory,glorioso,glória,gloriosoglória
golpe,526.74780951306,657.873714286261,-0.68169272290957,-0.401992800222107,16.7219044995693,34.6387230492852,0.0556804683664236,0.105508687081779,88,57,3,0,84,49,84,49,1,0,1,1,89,56,2,1,84,48,85,49,0,0,0.988235294117647,0.979591836734694,84,49,131.125904773201,0.279699922687464,br_pt,hit,strike,bater,golpe,batergolpe
gorila,609.62332500223,711.928291668878,-0.326196922333072,-0.00509267654602013,23.4646249071426,27.406738386389,0.077998690031209,0.0932485783213181,87,104,0,1,80,96,82,100,0,0,0.975609756097561,0.96,87,104,0,1,81,99,82,100,0,0,0.98780487804878,0.99,80,96,102.304966666648,0.321104245787052,br_pt,monkey,gorilla,macaco,gorila,macacogorila
governo,554.362075763211,587.424705886319,-0.507107572483565,-0.507752315566614,17.4781374798386,29.4096021802043,0.0779632427915501,0.0868889755753937,76,92,1,1,66,85,66,86,1,0,1,0.988372093023256,75,92,2,1,62,86,66,86,1,0,0.93939393939394,1,66,85,33.0626301231076,-0.000644743083049848,br_pt,administration,government,administração,governo,administraçãogoverno
graduado,678.005124622597,778.689529557825,-0.213510710188003,0.07882530345224,30.9682576183786,38.6456361186806,0.0878100165102437,0.109907729193343,61,52,0,0,54,48,57,50,0,0,0.947368421052632,0.96,61,52,0,0,57,48,57,50,0,0,1,0.96,54,48,100.684404935228,0.292336013640243,br_pt,diploma,graduate,diploma,graduado,diplomagraduado
grama,595.268249994643,687.358115945041,-0.427337950630851,-0.0258129696234543,33.5349094334752,37.1714288716963,0.107280628768935,0.142156049363482,97,73,0,0,88,69,90,70,0,0,0.977777777777778,0.985714285714286,97,72,0,1,72,61,90,69,0,1,0.8,0.884057971014493,88,69,92.0898659503978,0.401524981007397,br_pt,kilo,gram,quilo,grama,quilograma
grandes,615.39711206472,663.919004646973,-0.397314349409266,-0.353526920270041,22.0091199706024,29.1838300312753,0.0586000671550023,0.0799505625811514,79,66,1,0,72,65,76,65,0,0,0.947368421052632,1,78,65,2,1,72,62,75,64,1,1,0.96,0.96875,72,65,48.5218925822529,0.0437874291392256,br_pt,short,long,curto,grandes,curtograndes
gratidão,618.229234559993,549.926272716168,-0.32308497546019,-0.714440410685885,18.5784206995265,24.8356233432871,0.0891015475497841,0.0656672599577129,86,50,1,2,81,44,81,45,1,0,1,0.977777777777778,85,50,2,2,80,45,80,45,2,0,1,1,81,44,-68.3029618438253,-0.391355435225695,br_pt,hospitality,gratitude,hospitalidade,gratidão,hospitalidadegratidão
gratuitamente,662.302031762396,749.879462997006,-0.286926460685879,0.036355406329223,29.0909960697651,34.1410855878742,0.0800205933077111,0.109391898812122,68,58,0,0,64,54,64,54,0,0,1,1,68,58,0,0,62,53,64,54,0,0,0.96875,0.981481481481482,63,54,87.5774312346101,0.323281867015102,br_pt,freely,free,grátis,gratuitamente,grátisgratuitamente
gravata,586.826423092389,661.912463412768,-0.515606045586549,-0.334410186094197,27.4631909307536,43.1422335782322,0.078719061407543,0.142575287659906,59,50,2,0,52,42,53,45,0,0,0.981132075471698,0.933333333333333,59,49,2,1,53,42,53,44,0,1,1,0.954545454545455,52,41,75.086040320379,0.181195859492352,br_pt,bind,tie,faixa,gravata,faixagravata
gravação,643.688746046974,611.633900007927,-0.181477783479803,-0.313247595629579,40.3164425591312,26.7423639246805,0.155323185809774,0.0760474222530163,70,85,0,1,63,80,64,80,0,0,0.984375,1,70,84,0,2,60,76,64,79,0,1,0.9375,0.962025316455696,63,80,-32.0548460390472,-0.131769812149776,br_pt,record,recording,registro,gravação,registrogravação
gravidez,572.032178219718,550.191323044136,-0.44577811771753,-0.630731980924943,27.1184380605994,22.8357574139163,0.089969116567385,0.0704515603837893,107,71,2,0,101,66,102,66,2,0,0.990196078431373,1,108,71,1,0,102,63,103,66,1,0,0.990291262135922,0.954545454545455,101,65,-21.8408551755823,-0.184953863207413,br_pt,birth,pregnancy,nascimento,gravidez,nascimentogravidez
grego,575.901571441997,645.00760293173,-0.509732572256709,-0.220304598383752,22.2206347757998,40.7030296176092,0.0749333232838812,0.136602327090569,79,72,3,0,70,68,72,69,2,0,0.972222222222222,0.985507246376812,79,72,3,0,69,68,72,69,2,0,0.958333333333333,0.985507246376812,70,68,69.1060314897329,0.289427973872958,br_pt,roman,greek,romano,grego,romanogrego
grosso,547.738911390288,628.707044932673,-0.611160871001656,-0.406881581881072,20.3445018788715,31.2725132108773,0.0643454571091156,0.0909387991826796,84,96,0,4,79,89,80,89,0,2,0.9875,1,82,96,2,4,71,84,78,89,2,2,0.91025641025641,0.943820224719101,79,89,80.9681335423847,0.204279289120584,br_pt,thin,thick,fino,grosso,finogrosso
grupo,531.441452629735,552.778092102343,-0.606306992515293,-0.667172639925874,12.0137374613657,19.4057367720328,0.0417246655139433,0.0526028244529252,101,86,0,1,95,76,97,77,0,0,0.979381443298969,0.987012987012987,100,87,1,0,79,75,96,77,1,0,0.822916666666667,0.974025974025974,95,76,21.3366394726082,-0.0608656474105802,br_pt,gang,group,gangue,grupo,ganguegrupo
guaxinim,899.852789463229,970.262452836796,0.492551967484175,0.600572470595479,50.2595511234323,54.7296098682996,0.132430090985771,0.161358769543109,93,106,0,1,57,53,88,100,0,1,0.647727272727273,0.53,93,107,0,0,77,84,88,101,0,0,0.875,0.831683168316832,57,53,70.409663373567,0.108020503111304,br_pt,squirrel,raccoon,esquilo,guaxinim,esquiloguaxinim
guerreiro,576.127893940662,733.217816540689,-0.442988902604549,-0.0533613574946014,19.3053044068358,38.305042906307,0.0781891571574492,0.102965942961179,73,65,0,1,66,61,68,61,0,0,0.970588235294118,1,73,64,0,2,67,44,68,60,0,1,0.985294117647059,0.733333333333333,66,61,157.089922600027,0.389627545109947,br_pt,soldier,warrior,soldado,guerreiro,soldadoguerreiro
guitarra,610.823282364052,664.502578951531,-0.435100693688531,-0.295438977577914,30.985514175559,32.7657518602179,0.0756431233417889,0.0896025016437555,88,60,2,0,85,57,85,57,1,0,1,1,88,60,2,0,83,56,85,57,1,0,0.976470588235294,0.982456140350877,85,57,53.6792965874793,0.139661716110617,br_pt,piano,guitar,piano,guitarra,pianoguitarra
habilidade,651.716589279133,712.738507929844,-0.323980340627818,-0.102804971600759,47.5626845515789,37.0826272292887,0.139841866674979,0.106508819951947,64,67,3,2,56,63,57,63,0,1,0.982456140350877,1,63,67,4,2,55,62,56,63,1,1,0.982142857142857,0.984126984126984,56,63,61.0219186507112,0.22117536902706,br_pt,capacity,ability,capacidade,habilidade,capacidadehabilidade
hamburger,598.839168809379,915.293178567574,-0.364697229853196,0.432147710515745,23.6661680439725,63.4972801911745,0.0688148287529079,0.164952532878426,88,73,2,1,77,56,80,71,1,1,0.9625,0.788732394366197,88,74,2,0,77,71,80,72,1,0,0.9625,0.986111111111111,77,56,316.454009758194,0.796844940368942,br_pt,sandwich,hamburger,sanduíche,hamburger,sanduíchehamburger
harmonia,648.641783144202,608.919074073564,-0.284726962050973,-0.426681203812518,26.1542849160587,23.6974821023307,0.0907466812899598,0.0631619606410396,90,59,4,0,83,54,83,54,2,0,1,1,92,59,2,0,79,53,85,54,0,0,0.929411764705882,0.981481481481482,83,54,-39.7227090706382,-0.141954241761545,br_pt,balance,harmony,equilíbrio,harmonia,equilíbrioharmonia
helicóptero,684.34883331797,652.861125027991,-0.281377134651498,-0.207316506823265,41.387758019519,26.5844184668715,0.094592174851183,0.089916458787081,60,68,1,2,54,64,56,64,1,1,0.964285714285714,1,61,68,0,2,54,62,57,64,0,1,0.947368421052632,0.96875,54,64,-31.487708289979,0.0740606278282331,br_pt,ambulance,helicopter,ambulância,helicóptero,ambulânciahelicóptero
hematoma,745.189095223504,786.035858684798,0.144535048167237,0.211435324175593,28.0861171637442,28.1135589489194,0.0919298372994487,0.0732156363642001,76,108,0,3,63,92,70,103,0,1,0.9,0.893203883495146,76,109,0,2,69,101,70,103,0,1,0.985714285714286,0.980582524271845,63,92,40.8467634612934,0.0669002760083559,br_pt,scratch,bruise,"coçar, arranhão",hematoma,"coçar, arranhãohematoma"
herdar,634.450647070984,719.864428565108,-0.268079528569159,0.0411264097013827,21.4004289379521,30.0745082682908,0.0709606148369021,0.123512943956645,92,69,1,1,85,63,87,67,0,1,0.977011494252874,0.940298507462687,92,70,1,0,84,67,86,68,1,0,0.976744186046512,0.985294117647059,85,63,85.4137814941236,0.309205938270541,br_pt,heritage,inherit,herança,herdar,herançaherdar
heroína,557.001370004174,632.986867641725,-0.631924036412022,-0.370247918546786,16.4956473706325,38.6344860008267,0.0416383992665457,0.0963261099698809,109,74,3,0,100,68,101,69,0,0,0.99009900990099,0.985507246376812,109,74,3,0,97,64,101,69,0,0,0.96039603960396,0.927536231884058,100,68,75.9854976375512,0.261676117865236,br_pt,cocaine,heroin,cocaína,heroína,cocaínaheroína
hidrogênio,600.961792456582,733.25022450167,-0.320810134857373,0.17684871805915,27.8873011256163,48.386214928899,0.121386754947379,0.134908453246018,58,53,1,1,53,49,54,51,1,0,0.981481481481482,0.96078431372549,56,53,3,1,51,50,53,51,2,0,0.962264150943396,0.980392156862745,53,49,132.288432045088,0.497658852916523,br_pt,carbon,hydrogen,carbono,hidrogênio,carbonohidrogênio
hiv,835.283622212461,1053.88347825015,0.230123222646471,0.837315154688613,58.3069297469443,115.896598744048,0.168249815294731,0.301048155629051,52,89,1,0,45,23,48,84,1,0,0.9375,0.273809523809524,52,89,1,0,37,82,48,84,1,0,0.770833333333333,0.976190476190476,45,23,218.599856037686,0.607191932042143,br_pt,aids,hiv,aids,hiv,aidshiv
homicida,702.385516135195,714.859734936081,0.0831035182771131,-0.0277321631768021,27.2290243299654,24.4378921129206,0.0906066747947326,0.0745307311440849,98,92,1,2,93,83,94,85,0,0,0.98936170212766,0.976470588235294,98,92,1,2,93,83,94,85,0,0,0.98936170212766,0.976470588235294,93,83,12.4742188008859,-0.110835681453915,br_pt,killer,murderer,assassino,homicida,assassinohomicida
honestidade,644.819671859363,630.836474354161,-0.317011253560826,-0.27534318422718,41.1414292235922,18.9998183349316,0.165275027967474,0.0500145274982501,71,86,0,0,64,78,65,80,0,0,0.984615384615385,0.975,71,84,0,2,60,76,65,78,0,2,0.923076923076923,0.974358974358974,64,78,-13.9831975052012,0.0416680693336456,br_pt,loyalty,honesty,lealdade,honestidade,lealdadehonestidade
honesto,568.152712331068,657.652951599123,-0.460185037936607,-0.293435767601419,21.1254049069255,40.4382024720538,0.0785670389978321,0.14207434600253,85,66,1,1,73,62,75,63,0,1,0.973333333333333,0.984126984126984,85,66,1,1,74,63,75,63,0,1,0.986666666666667,1,73,62,89.5002392680549,0.166749270335188,br_pt,decent,honest,decente,honesto,decentehonesto
honra,619.295999990832,694.613136407159,-0.313991889251797,-0.256887439164753,25.9406065083816,37.0885821201945,0.0697181166364382,0.115791315723091,65,51,0,1,58,44,61,48,0,0,0.950819672131147,0.916666666666667,64,51,1,1,59,46,60,48,1,0,0.983333333333333,0.958333333333333,58,44,75.3171364163268,0.057104450087044,br_pt,privilege,honor,privilégio,honra,privilégiohonra
horrível,555.074287358306,573.835985502893,-0.631785712363176,-0.585433391302292,18.0242226803405,18.2269089236165,0.0465742897320264,0.0564216209939805,98,75,1,0,87,69,87,70,1,0,1,0.985714285714286,98,75,1,0,83,66,87,70,1,0,0.954022988505747,0.942857142857143,87,69,18.7616981445871,0.0463523210608849,br_pt,terrible,horrible,terrível,horrível,terrívelhorrível
humano,552.927755540318,572.469811898491,-0.565514986730782,-0.502614367276432,23.6536494180674,30.5305621920498,0.0874038041146596,0.109388959056397,94,68,1,1,90,65,90,65,0,1,1,1,94,68,1,1,88,62,90,65,0,1,0.977777777777778,0.953846153846154,90,65,19.5420563581725,0.0629006194543499,br_pt,man,human,homem,humano,homemhumano
idiota,565.597743241852,577.435024408327,-0.590353979344142,-0.446175535668105,17.8989450976696,20.9733064978069,0.049631689643883,0.0907364670502575,77,95,2,1,74,82,74,84,0,1,1,0.976190476190476,77,95,2,1,72,79,74,84,0,1,0.972972972972973,0.94047619047619,74,82,11.8372811664747,0.144178443676037,br_pt,fool,idiot,tolo,idiota,toloidiota
imenso,602.712037724012,661.000416666324,-0.384461465096895,-0.188829219585422,20.3047443043882,30.2565677691563,0.0680490741248362,0.0948922753852384,113,78,1,0,106,72,109,73,1,0,0.972477064220184,0.986301369863014,113,78,1,0,104,72,109,73,1,0,0.954128440366973,0.986301369863014,106,72,58.2883789423117,0.195632245511474,br_pt,big,huge,grande,imenso,grandeimenso
imperador,628.580014085062,626.396298852047,-0.409435410712646,-0.276064205791789,29.1509683151308,28.2763867433266,0.0817178795546581,0.105021412547429,75,93,0,0,71,87,72,88,0,0,0.986111111111111,0.988636363636364,75,93,0,0,69,86,72,88,0,0,0.958333333333333,0.977272727272727,71,87,-2.18371523301482,0.133371204920857,br_pt,imperial,emperor,imperial,imperador,imperialimperador
importante,555.05718181432,623.535199999278,-0.537078966057783,-0.410373810601649,37.8626880437287,23.8354808728372,0.116537274926935,0.0769162659649339,61,73,0,1,55,65,55,66,0,1,1,0.984848484848485,61,73,0,1,54,59,55,66,0,1,0.981818181818182,0.893939393939394,55,65,68.4780181849577,0.126705155456134,br_pt,valuable,important,valioso,importante,valiosoimportante
importância,585.978039601629,652.550773646115,-0.56535750419144,-0.3290052094908,15.8376573318101,38.6999412905019,0.0376475063284532,0.115692892833146,110,54,3,1,101,51,103,51,0,0,0.980582524271845,1,109,54,4,1,101,48,102,51,1,0,0.990196078431373,0.941176470588235,101,51,66.5727340444865,0.23635229470064,br_pt,meaning,importance,significado,importância,significadoimportância
impossível,595.406062510256,625.838319135359,-0.471503753218045,-0.501236759325261,27.0093644462987,30.2679115548514,0.079471992480773,0.0791422662168148,67,54,0,3,64,47,64,50,0,2,1,0.94,67,55,0,2,63,50,64,51,0,1,0.984375,0.980392156862745,64,47,30.4322566251029,-0.0297330061072157,br_pt,inability,unable,incapacidade,impossível,incapacidadeimpossível
impotente,770.559533338124,779.056322026534,0.0785752703839391,0.140507774237242,41.9508741331008,53.1195690670166,0.115845418590609,0.134518898130144,68,70,0,1,60,59,64,61,0,0,0.9375,0.967213114754098,67,69,1,2,61,59,63,61,1,0,0.968253968253968,0.967213114754098,60,59,8.49678868840988,0.0619325038533029,br_pt,helpless,powerless,desamparado,impotente,desamparadoimpotente
impressionar,701.6119109875,731.010493151692,-0.148255892026678,-0.0418583824243944,36.8820053240122,40.8638188828644,0.118285069782108,0.0838242576008609,71,76,0,4,65,73,65,74,0,2,1,0.986486486486487,71,77,0,3,55,41,65,75,0,1,0.846153846153846,0.546666666666667,65,73,29.3985821641924,0.106397509602284,br_pt,flatter,impress,bajular,impressionar,bajularimpressionar
impressão digital,803.299714292571,788.169166662342,0.237662176965316,0.196374975815375,41.003820616455,39.7929931485362,0.140592417872961,0.0947567568730972,84,55,2,0,77,48,78,50,2,0,0.987179487179487,0.96,86,55,0,0,47,47,80,50,0,0,0.5875,0.94,77,48,-15.1305476302289,-0.0412872011499411,br_pt,dna,fingerprint,dna,impressão digital,dnaimpressão digital
império,576.834328775771,539.218249994222,-0.426188345031219,-0.616792071452828,23.4871739531717,18.660005964509,0.127782722125627,0.0606411051715015,78,61,1,0,73,56,73,57,0,0,1,0.982456140350877,77,61,2,0,64,56,72,57,1,0,0.888888888888889,0.982456140350877,73,56,-37.616078781549,-0.190603726421609,br_pt,dynasty,empire,dinastia,império,dinastiaimpério
imundo,705.355279411292,740.381416687414,-0.17596675503646,0.0955896783301249,32.7637308083352,21.1249998016247,0.0824887024070039,0.0852879718662787,74,83,3,1,69,73,71,79,1,1,0.971830985915493,0.924050632911392,75,82,2,2,71,59,72,79,0,1,0.986111111111111,0.746835443037975,68,72,35.0261372761222,0.271556433366585,br_pt,nasty,filthy,nojento,imundo,nojentoimundo
incrível,552.665953689242,540.254784610643,-0.613733319092589,-0.682547685415283,17.9823214941693,15.5186419629239,0.0583959795465677,0.051587842549058,115,67,1,0,108,65,110,65,0,0,0.981818181818182,1,115,67,1,0,108,62,110,65,0,0,0.981818181818182,0.953846153846154,108,65,-12.4111690785987,-0.0688143663226937,br_pt,impressive,amazing,impressionante,incrível,impressionanteincrível
indicar,599.201597568756,593.511794536004,-0.446371562775632,-0.527045644580078,23.3558632490343,20.0760199874219,0.0771159907379675,0.0554074699097089,91,76,2,0,82,73,83,73,0,0,0.987951807228916,1,91,76,2,0,81,69,83,73,0,0,0.975903614457831,0.945205479452055,82,73,-5.68980303275214,-0.0806740818044458,br_pt,point,indicate,apontar,indicar,apontarindicar
individual,605.411437496983,637.62779999746,-0.492731319490165,-0.348269062767371,27.6334345060157,32.6045715751178,0.0642687539765804,0.0849745359665154,67,61,0,0,64,55,64,55,0,0,1,1,67,61,0,0,64,53,64,55,0,0,1,0.963636363636364,64,55,32.2163625004773,0.144462256722794,br_pt,person,individual,pessoa,individual,pessoaindividual
inesperadamente,945.651147152057,913.328119048864,0.766702763665212,0.827295230954965,68.8437673371988,41.4266496573156,0.191584347443084,0.142973645159629,56,92,1,2,48,84,50,88,0,2,0.96,0.954545454545455,56,94,1,0,46,88,50,90,0,0,0.92,0.977777777777778,48,84,-32.3230281031929,0.0605924672897536,br_pt,suddenly,unexpectedly,de repente,inesperadamente,de repenteinesperadamente
infecção,624.615892855404,693.468552921939,-0.270548451869399,-0.126082818975295,26.385215139462,30.2207968792238,0.0983076831171269,0.0753046610020612,117,89,2,0,112,85,112,86,2,0,1,0.988372093023256,118,88,1,1,109,83,113,85,1,1,0.964601769911504,0.976470588235294,112,85,68.8526600665353,0.144465632894105,br_pt,virus,infection,vírus,infecção,vírusinfecção
inferior,600.974725280508,749.759249992501,-0.499322711878101,0.262268575760283,29.6905515063744,45.2519214057844,0.0749182875132146,0.213739174017276,100,56,0,1,91,52,92,53,0,0,0.989130434782609,0.981132075471698,100,56,0,1,91,40,92,53,0,0,0.989130434782609,0.754716981132076,91,52,148.784524711993,0.761591287638384,br_pt,top,bottom,superior,inferior,superiorinferior
inferno,589.394798086575,535.999478260783,-0.472414527788024,-0.614678432075781,21.1162869516701,18.0182783933888,0.0671324276529325,0.0609100079927613,109,102,0,1,104,92,105,93,0,1,0.99047619047619,0.989247311827957,109,102,0,1,101,90,105,93,0,1,0.961904761904762,0.967741935483871,104,92,-53.3953198257915,-0.142263904287757,br_pt,paradise,hell,paraíso,inferno,paraísoinferno
informante,817.794530277204,713.377088924774,0.216332151219775,-0.185226618169058,46.0714946707475,40.3064401182456,0.130099059533709,0.100110006591833,76,53,0,0,66,45,72,46,0,0,0.916666666666667,0.978260869565217,76,53,0,0,72,46,72,46,0,0,1,1,66,45,-104.41744135243,-0.401558769388833,br_pt,source,informant,fonte,informante,fonteinformante
informar,557.07238889059,614.874313716765,-0.600697052792539,-0.366120060269398,20.9487917788245,31.2222864873855,0.0609834577781645,0.114097034388931,56,53,2,1,54,51,54,51,0,0,1,1,56,53,2,1,54,48,54,51,0,0,1,0.941176470588235,54,51,57.8019248261747,0.23457699252314,br_pt,report,inform,relatar,informar,relatarinformar
informação,602.391044952816,571.861662174336,-0.439487281288166,-0.546450644281854,18.7214628767486,17.9364806104052,0.0613243826987975,0.0427985191237191,97,77,0,3,89,74,91,75,0,0,0.978021978021978,0.986666666666667,97,78,0,2,89,72,91,75,0,0,0.978021978021978,0.96,89,74,-30.5293827784805,-0.106963362993688,br_pt,data,information,dados,informação,dadosinformação
infortúnio,791.035217422596,850.136487215812,0.276412848722874,0.41559198445209,57.7792662428334,53.1155688347754,0.156744961008533,0.143636249840199,57,53,3,0,46,39,55,48,1,0,0.836363636363636,0.8125,59,53,1,0,56,47,56,48,0,0,1,0.979166666666667,46,39,59.1012697932163,0.139179135729217,br_pt,unfortunate,misfortune,infeliz,infortúnio,infelizinfortúnio
infância,552.647692315332,555.896327850174,-0.60056968251606,-0.604668751597027,23.7568236802121,18.6147512242103,0.0688782179686595,0.0500364036246501,99,65,1,1,92,61,92,62,0,0,1,0.983870967741935,99,65,1,1,90,59,92,62,0,0,0.978260869565217,0.951612903225806,91,61,3.24863553484136,-0.00409906908096713,br_pt,youth,childhood,juventude,infância,juventudeinfância
injeção,676.058728560297,644.621432097849,-0.131100893835396,-0.263581035372913,25.9126427160044,25.3352598273405,0.0791707601965145,0.0712288234690109,78,86,1,1,70,81,70,81,1,1,1,1,79,87,0,0,65,81,71,82,0,0,0.915492957746479,0.98780487804878,70,81,-31.4372964624487,-0.132480141537516,br_pt,dose,injection,dose,injeção,doseinjeção
injusto,603.555888886955,650.185440006348,-0.483589760255802,-0.269291457755023,32.610596211931,29.2785065011118,0.0844923860185824,0.0896696601300704,85,81,0,1,81,75,81,75,0,0,1,1,84,80,1,2,77,72,80,74,1,1,0.9625,0.972972972972973,81,75,46.629551119393,0.214298302500779,br_pt,injustice,unfair,injustiça,injusto,injustiçainjusto
inseto,613.474898555754,707.301523813311,-0.370348570456126,-0.171715908627997,30.5487961586016,42.6003932057926,0.0900180670220354,0.115241582606027,78,68,1,0,69,63,69,63,0,0,1,1,78,68,1,0,69,61,69,63,0,0,1,0.968253968253968,69,63,93.8266252575563,0.19863266182813,br_pt,spider,insect,aranha,inseto,aranhainseto
inspeção,728.299258427053,776.534250013427,-0.0249471843542971,0.273282033745114,39.0443638983965,47.1035704559871,0.0957273943026094,0.155581395433646,96,60,4,1,89,52,93,53,2,0,0.956989247311828,0.981132075471698,98,60,2,1,93,52,94,53,1,0,0.98936170212766,0.981132075471698,89,52,48.2349915863739,0.298229218099411,br_pt,examination,inspection,exame,inspeção,exameinspeção
inspiração,619.915220009774,678.550680009183,-0.335220971654176,-0.301936910400945,27.9086844093946,25.6857257889763,0.0791035191283432,0.0681046976515446,105,54,1,0,100,50,101,51,0,0,0.99009900990099,0.980392156862745,105,54,1,0,101,48,101,51,0,0,1,0.941176470588235,100,50,58.6354599994086,0.0332840612532311,br_pt,inspire,inspiration,inspirar,inspiração,inspirarinspiração
instrumento,617.444589738832,655.991133323452,-0.350607889075711,-0.253426325602349,25.5813532386036,42.4742392344998,0.0690538871709767,0.106811909262277,85,50,1,3,78,45,79,48,0,0,0.987341772151899,0.9375,85,51,1,2,78,48,79,48,0,0,0.987341772151899,1,78,45,38.5465435846204,0.097181563473362,br_pt,tool,instrument,ferramenta,instrumento,ferramentainstrumento
inteligente,598.646956035013,626.504874987997,-0.4736343091206,-0.378758734752511,19.5957874513282,31.0427742741372,0.0568584358381371,0.0769631812188481,98,78,2,0,91,72,91,72,1,0,1,1,98,78,2,0,90,70,91,72,1,0,0.989010989010989,0.972222222222222,91,72,27.8579189529838,0.094875574368089,br_pt,smart,intelligent,esperto,inteligente,espertointeligente
intencionalmente,823.58232258355,975.464046880226,0.217453160291945,0.739167994039427,47.9389402017897,50.6011337412008,0.101781836108793,0.123895411497013,66,69,2,2,62,64,62,64,1,1,1,1,65,69,3,2,55,62,61,64,2,1,0.901639344262295,0.96875,62,64,151.881724296677,0.521714833747482,br_pt,accidentally,intentionally,acidentalmente,intencionalmente,acidentalmenteintencionalmente
intenção,654.159454538618,621.862492745243,-0.275873705724215,-0.425771822135163,31.8052737555016,22.9344221409779,0.107594400572624,0.0603191795220839,81,74,0,1,77,69,79,71,0,0,0.974683544303797,0.971830985915493,81,74,0,1,78,71,79,71,0,0,0.987341772151899,1,77,69,-32.2969617933751,-0.149898116410948,br_pt,purpose,intention,propósito,intenção,propósitointenção
