target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,es_cue,es_target,es_word_combo
apreciar,601.738034437051,617.070681807284,-0.395041400134317,-0.292091010723408,20.6165052280983,25.7626468592666,0.0711223110537908,0.0885984119260185,93,139,1,3,87,132,87,132,0,2,1,1,93,141,1,1,84,128,87,134,0,0,0.96551724137931,0.955223880597015,87,132,15.332647370233,0.102950389410909,es,admire,appreciate,admirar,apreciar,admirarapreciar
aprobación,610.794914096664,616.209546232063,-0.262938883355392,-0.324693866572257,17.6918565377805,23.2308965947152,0.0788408897674689,0.0573318913334174,136,121,3,0,128,119,129,120,1,0,0.992248062015504,0.991666666666667,137,121,2,0,128,113,130,120,0,0,0.984615384615385,0.941666666666667,128,119,5.41463213539964,-0.061754983216865,es,permission,approval,permiso,aprobación,permisoaprobación
arena,548.259765955411,540.953735129099,-0.492764918981089,-0.575413288422,15.9681497947277,9.2731270034341,0.0598504523794878,0.038078465360953,98,193,1,1,94,185,95,185,1,0,0.989473684210526,1,98,193,1,1,91,172,95,185,1,0,0.957894736842105,0.92972972972973,94,185,-7.30603082631217,-0.0826483694409114,es,mud,sand,barro,arena,barroarena
arma,551.746532451698,541.847373832079,-0.500239818495337,-0.492794689016194,18.898840203838,17.0209465484078,0.07414338770432,0.062734756698043,81,109,1,0,77,107,80,107,0,0,0.9625,1,81,109,1,0,80,97,80,107,0,0,1,0.906542056074766,77,107,-9.89915861961902,0.00744512947914311,es,pistol,weapon,pistola,arma,pistolaarma
armadura,607.638954131775,615.228879143397,-0.382350138198434,-0.209630699539538,22.9393062730719,21.0589008096311,0.0664318502557742,0.0731516839003648,119,94,1,0,109,91,110,91,1,0,0.990909090909091,1,118,94,2,0,104,87,109,91,2,0,0.954128440366973,0.956043956043956,109,91,7.58992501162174,0.172719438658896,es,shield,armor,escudo,armadura,escudoarmadura
armario,589.158163038458,539.348654208702,-0.408933572231438,-0.488479219207559,28.3264652967501,16.0171961817437,0.0904826589676508,0.0657863534624265,94,112,2,2,92,107,92,107,1,1,1,1,94,112,2,2,83,102,92,107,1,1,0.902173913043478,0.953271028037383,92,107,-49.8095088297562,-0.0795456469761206,es,cabinet,closet,estantería,armario,estanteríaarmario
armería,682.8079506399,664.394717160349,-0.0120079193757476,0.0858778149151771,33.8808561375588,29.3885726661058,0.118681049435056,0.127853186443289,91,122,1,3,81,99,88,119,0,2,0.920454545454545,0.831932773109244,90,124,2,1,76,115,87,121,1,0,0.873563218390805,0.950413223140496,81,99,-18.4132334795506,0.0978857342909247,es,arsenal,armory,arsenal,armería,arsenalarmería
armonía,570.332111102971,576.142472192762,-0.430556074447264,-0.466306719879486,29.6294075945632,14.3923667021658,0.0882156760902907,0.0455184092402645,86,75,2,2,81,72,84,72,0,2,0.964285714285714,1,86,75,2,2,82,72,84,72,0,2,0.976190476190476,1,81,72,5.81036108979072,-0.0357506454322223,es,balance,harmony,equilibrio,armonía,equilibrioarmonía
arquitecto,598.766138622833,605.614384584819,-0.326052013724133,-0.273712559080342,21.9901699896302,18.4538238703094,0.0752983762715288,0.0726556699963063,107,127,2,1,101,117,104,119,0,0,0.971153846153846,0.983193277310924,107,127,2,1,101,114,104,119,0,0,0.971153846153846,0.957983193277311,101,117,6.84824596198553,0.0523394546437919,es,engineer,architect,ingeniero,arquitecto,ingenieroarquitecto
arrestar,595.38040228909,626.793438207142,-0.354330082326972,-0.267384495065508,25.0590578946884,33.6642206109598,0.0846915747072906,0.125163836956857,89,96,1,3,87,89,87,90,0,0,1,0.988888888888889,89,96,1,3,84,86,87,90,0,0,0.96551724137931,0.955555555555556,87,89,31.4130359180521,0.0869455872614644,es,punish,arrest,castigar,arrestar,castigararrestar
arriba,516.02937614972,525.050139254026,-0.724650630997068,-0.606787152214566,20.9207578207557,16.829404694955,0.0597568648066947,0.0749651143882204,113,82,2,2,109,79,109,79,1,2,1,1,114,83,1,1,104,76,110,80,0,1,0.945454545454545,0.95,109,79,9.02076310430641,0.117863478782502,es,down,up,abajo,arriba,abajoarriba
arrogancia,594.234246177342,684.763589741761,-0.339996648333107,0.0166339998656596,40.0655347085869,28.7261592806194,0.119390444924392,0.0847655747630646,72,83,2,0,65,78,65,81,0,0,1,0.962962962962963,72,82,2,1,65,79,65,80,0,1,1,0.9875,65,78,90.5293435644182,0.356630648198767,es,ignorance,arrogance,ignorancia,arrogancia,ignoranciaarrogancia
arteria,546.010541143501,700.556760889091,-0.413351661960902,0.0381601658365937,16.2877047918538,28.2012245891864,0.0696248576851745,0.10528511820734,95,103,4,1,85,93,89,98,1,1,0.955056179775281,0.948979591836735,95,104,4,0,80,97,89,99,1,0,0.898876404494382,0.97979797979798,85,92,154.54621974559,0.451511827797496,es,vein,artery,vena,arteria,venaarteria
artificial,560.761595225814,629.865637695345,-0.322454688965219,-0.24196663828079,24.9456739321955,35.037169737074,0.125523927342643,0.0994404143290768,87,72,3,0,84,69,84,71,1,0,1,0.971830985915493,87,71,3,1,78,70,84,70,1,1,0.928571428571429,1,84,69,69.1040424695315,0.080488050684429,es,natural,artificial,natural,artificial,naturalartificial
artillería,618.411556832013,678.154853640841,-0.196640007179904,-0.0383345075432331,23.935945844032,27.7825441522315,0.0738986880385584,0.102565502939591,92,94,0,1,89,82,89,89,0,0,1,0.921348314606742,92,94,0,1,89,85,89,89,0,0,1,0.955056179775281,88,82,59.7432968088284,0.158305499636671,es,cavalry,artillery,caballería,artillería,caballeríaartillería
asesinato,540.915575762988,632.551854707806,-0.34079293273534,-0.283648493139285,11.619492905104,25.067025093856,0.0499144552015668,0.0717981118878228,103,124,0,2,99,117,99,118,0,0,1,0.991525423728814,103,124,0,2,98,117,99,118,0,0,0.98989898989899,0.991525423728814,99,117,91.6362789448183,0.0571444395960544,es,suicide,murder,suicidio,asesinato,suicidioasesinato
asesino,605.642749976878,563.965617018569,-0.396851932670231,-0.419092102315879,21.4166199643908,15.9988598576525,0.0660983954437675,0.0593710584221411,138,100,3,2,128,94,131,95,0,0,0.977099236641221,0.989473684210526,138,99,3,3,118,92,131,94,0,1,0.900763358778626,0.978723404255319,128,94,-41.6771329583092,-0.0222401696456483,es,mercenary,assassin,mercenario,asesino,mercenarioasesino
asistencia,607.819216415782,651.413571386236,-0.251441064493025,-0.12054738673593,16.2047505794532,43.1145088614129,0.0518100334647771,0.12547991017743,144,93,0,1,134,91,135,93,0,0,0.992592592592593,0.978494623655914,144,92,0,2,133,87,135,92,0,1,0.985185185185185,0.945652173913043,134,91,43.5943549704542,0.130893677757095,es,support,assistance,apoyo,asistencia,apoyoasistencia
asistente,566.11698667252,593.411680851833,-0.424597056527811,-0.317742378093251,13.7092492624452,14.1034573863584,0.0525696032150166,0.0525634032167363,78,144,1,1,75,141,76,141,0,0,0.986842105263158,1,78,144,1,1,76,139,76,141,0,0,1,0.985815602836879,75,141,27.2946941793135,0.10685467843456,es,secretary,assistant,secretario,asistente,secretarioasistente
asqueroso,584.728126856292,618.108503649806,-0.406212835736215,-0.219746898983315,14.4514047165927,20.3426448106423,0.0452258478617124,0.0734745091766298,144,147,1,2,134,137,135,140,0,1,0.992592592592593,0.978571428571429,144,148,1,1,130,137,135,141,0,0,0.962962962962963,0.971631205673759,134,137,33.3803767935132,0.1864659367529,es,dirty,disgusting,sucio,asqueroso,sucioasqueroso
asustar,561.543760237796,566.659202546528,-0.450976482073961,-0.403807120599588,13.0598218678482,21.7966636001905,0.054563399194027,0.0619398282935767,180,83,5,3,171,79,174,82,2,0,0.982758620689655,0.963414634146341,179,83,6,3,167,79,173,82,3,0,0.965317919075145,0.963414634146341,171,79,5.11544230873187,0.0471693614743735,es,scare,frighten,espantar,asustar,espantarasustar
ataque,551.32898224064,554.999272767706,-0.539107556046008,-0.535180670720485,13.4485877499312,17.8260498369883,0.0469847193522669,0.0818835106586877,175,86,2,2,169,77,171,81,0,1,0.988304093567251,0.950617283950617,175,86,2,2,168,78,171,81,0,1,0.982456140350877,0.962962962962963,169,77,3.67029052706528,0.00392688532552243,es,invasion,attack,invasión,ataque,invasiónataque
atar,563.405177210275,682.595086393224,-0.451635416490481,0.124247352516773,25.0202170944003,26.7829080672461,0.0994403564444464,0.0951102933488093,87,109,2,1,79,81,82,102,0,0,0.963414634146341,0.794117647058823,87,109,2,1,73,101,82,102,0,0,0.890243902439024,0.990196078431373,79,81,119.189909182949,0.575882769007253,es,bind,tie,unir,atar,uniratar
atardecer,591.886475644162,608.567384603331,-0.310295415966075,-0.226514074676569,21.0775669812559,15.1823174812544,0.0869230618464921,0.0632946078132333,89,114,1,1,83,104,87,107,0,0,0.954022988505747,0.97196261682243,89,114,1,1,83,102,87,107,0,0,0.954022988505747,0.953271028037383,82,104,16.6809089591686,0.0837813412895057,es,night,evening,noche,atardecer,nocheatardecer
atmósfera,569.786536028217,596.634179988933,-0.345732932447159,-0.209594882105928,12.1079034164757,19.8608178675988,0.049528398826871,0.0728777264591276,103,104,1,3,97,100,99,102,1,2,0.97979797979798,0.980392156862745,103,105,1,2,98,94,99,103,1,1,0.98989898989899,0.912621359223301,97,100,26.8476439607152,0.136138050341231,es,environment,atmosphere,ambiente,atmósfera,ambienteatmósfera
atraer,596.802934082223,558.823281692887,-0.286595684176753,-0.45054621333879,19.2987916965824,18.526911774218,0.0711516388543336,0.0607950626315979,95,75,2,4,91,71,91,73,0,0,1,0.972602739726027,96,75,1,4,87,71,91,73,0,0,0.956043956043956,0.972602739726027,91,71,-37.979652389336,-0.163950529162038,es,attention,attract,atención,atraer,atenciónatraer
atrapar,529.75889334646,568.42183750367,-0.605004664701052,-0.412789502525841,16.2440040866152,19.1410220344293,0.0549142533035721,0.0785866130670411,78,83,1,2,75,80,76,81,0,1,0.986842105263158,0.987654320987654,78,83,1,2,74,80,76,81,0,1,0.973684210526316,0.987654320987654,75,80,38.6629441572094,0.192215162175211,es,grab,catch,tomar,atrapar,tomaratrapar
audiencia,637.121719530153,647.353170201049,-0.236319049866249,-0.0910377331865229,30.8687172101999,28.6555260489603,0.0944036797356475,0.126719306259481,86,97,2,2,83,94,83,95,0,1,1,0.989473684210526,87,97,1,2,78,93,83,95,0,1,0.939759036144578,0.978947368421053,82,94,10.2314506708958,0.145281316679726,es,crowd,audience,multitud,audiencia,multitudaudiencia
ausencia,655.66905680935,599.776986120266,-0.200357218348161,-0.253239160927895,31.2038949466367,21.7035054460078,0.0948414372713838,0.0864466139784211,98,76,0,2,88,72,91,74,0,1,0.967032967032967,0.972972972972973,98,76,0,2,90,71,91,74,0,1,0.989010989010989,0.959459459459459,88,72,-55.8920706890846,-0.0528819425797338,es,presence,absence,presencia,ausencia,presenciaausencia
autobús,544.150026148143,561.503570404693,-0.539149636049749,-0.535305157672409,16.1961456410473,15.8585884622444,0.0524724832779415,0.0455882966458678,158,150,1,1,153,142,154,143,0,0,0.993506493506494,0.993006993006993,158,151,1,0,152,138,154,143,0,0,0.987012987012987,0.965034965034965,153,142,17.3535442565504,0.00384447837734003,es,train,bus,tren,autobús,trenautobús
autoridad,562.72045556179,573.367048080867,-0.491478714148014,-0.392223028818087,16.7043175796333,14.2513295337524,0.0587803369528347,0.0506931272575994,97,108,2,0,90,104,90,106,1,0,1,0.981132075471698,96,108,3,0,82,103,90,106,1,0,0.911111111111111,0.971698113207547,90,104,10.6465925190771,0.0992556853299269,es,jurisdiction,authority,jurisdicción,autoridad,jurisdicciónautoridad
ayer,459.99794114374,524.022123613879,-0.917999596719033,-0.60944483972876,11.517654994276,11.7442437388368,0.0453233922392509,0.047423555801521,90,92,0,1,85,89,86,89,0,0,0.988372093023256,1,90,92,0,1,85,82,86,89,0,0,0.988372093023256,0.921348314606742,85,89,64.0241824701389,0.308554756990273,es,today,yesterday,hoy,ayer,hoyayer
ayudar,539.397156244151,533.490867909543,-0.590760299733539,-0.640013717921198,18.4140762404239,14.7896211630737,0.0755770095591102,0.0509951681235701,103,110,2,2,97,106,98,107,1,0,0.989795918367347,0.990654205607477,103,110,2,2,91,103,98,107,1,0,0.928571428571429,0.962616822429907,96,106,-5.90628833460789,-0.0492534181876593,es,help,assist,asistir,ayudar,asistirayudar
azul,481.593798398189,508.482819666472,-0.75342502474317,-0.703458866860045,15.84064114874,14.6863279825575,0.0640872270389117,0.0505631930282711,129,127,1,1,124,123,124,124,0,0,1,0.991935483870968,129,126,1,2,118,122,124,123,0,1,0.951612903225806,0.991869918699187,124,122,26.8890212682827,0.0499661578831251,es,brown,blue,marrón,azul,marrónazul
baile,512.905244695034,596.331931790734,-0.647314825978419,-0.398513948936791,16.0707423779778,24.5579176596981,0.0548590748899385,0.0768300630073745,101,94,4,0,94,88,94,90,0,0,1,0.977777777777778,101,94,4,0,89,86,94,90,0,0,0.946808510638298,0.955555555555556,94,88,83.4266870956998,0.248800877041628,es,dancer,dance,bailarín,baile,bailarínbaile
bala,588.500118282631,659.050029412597,-0.366721092124441,-0.11339939438912,23.5795761169013,29.5337696855964,0.0872621828686361,0.107269559860824,102,112,2,3,93,102,95,108,0,1,0.978947368421053,0.944444444444444,102,113,2,2,88,107,95,109,0,0,0.926315789473684,0.981651376146789,93,102,70.5499111299652,0.253321697735321,es,caliber,bullet,calibre,bala,calibrebala
banda,571.212220006351,583.91290225993,-0.403643566642802,-0.38756288284487,13.3815158356565,16.2079651269948,0.0481338651046739,0.0589142426377497,159,140,2,4,150,133,150,135,1,0,1,0.985185185185185,160,140,1,4,147,135,151,135,0,0,0.973509933774834,1,150,133,12.7006822535791,0.0160806837979322,es,orchestra,band,orquesta,banda,orquestabanda
bar,520.832868402096,535.985000002749,-0.691136549759818,-0.578176808115344,22.5064972598966,17.5541826778759,0.063802863038948,0.0555512324623207,82,91,0,0,76,87,76,89,0,0,1,0.97752808988764,82,91,0,0,75,88,76,89,0,0,0.986842105263158,0.98876404494382,76,87,15.1521316006528,0.112959741644474,es,club,bar,club,bar,clubbar
barato,485.410355553291,523.838444439822,-0.694058977695565,-0.596583293276509,13.8521906237451,17.5287896731524,0.059764176673447,0.0658738036861334,93,104,0,0,90,99,90,99,0,0,1,1,93,104,0,0,87,98,90,99,0,0,0.966666666666667,0.98989898989899,90,99,38.428088886531,0.0974756844190564,es,expensive,cheap,caro,barato,carobarato
barba,546.675732377886,598.865433344379,-0.584016923631666,-0.428374231325232,14.9487581106247,19.05051654385,0.0550568763232468,0.062481094094499,149,125,1,0,142,121,142,121,0,0,1,1,149,125,1,0,137,120,142,121,0,0,0.964788732394366,0.991735537190083,142,120,52.1897009664932,0.155642692306435,es,hair,beard,pelo,barba,pelobarba
barco,580.546747227913,591.06311766343,-0.492273598745172,-0.420716888881378,18.3993233068403,26.7766977300456,0.0659744591172221,0.0949491150219884,94,108,2,1,91,102,92,103,0,1,0.989130434782609,0.990291262135922,94,107,2,2,87,98,92,102,0,2,0.945652173913043,0.96078431372549,91,102,10.5163704355165,0.0715567098637938,es,submarine,boat,submarino,barco,submarinobarco
basura,519.17831865981,598.604186062567,-0.64300962376921,-0.374774660213002,15.8944674391414,23.2323716113826,0.0606071241914453,0.0899225877549904,97,97,1,1,91,86,92,88,0,0,0.989130434782609,0.977272727272727,97,97,1,1,78,84,92,88,0,0,0.847826086956522,0.954545454545455,91,86,79.4258674027568,0.268234963556208,es,trash,garbage,residuos,basura,residuosbasura
batalla,519.169666614292,605.314510206579,-0.695622308989645,-0.0976191582163714,16.15025842298,21.2412601893934,0.0577759288956731,0.10709814123498,93,104,0,1,84,98,85,100,0,0,0.988235294117647,0.98,93,103,0,2,83,75,85,99,0,1,0.976470588235294,0.757575757575758,84,98,86.1448435922863,0.598003150773273,es,war,battle,guerra,batalla,guerrabatalla
batallón,668.010200004812,626.432499997881,-0.0474933735084669,-0.188810293286452,37.2361059124424,23.7121020317774,0.203457442154344,0.085085160739699,87,75,2,0,80,70,81,71,1,0,0.987654320987654,0.985915492957746,86,75,3,0,67,68,80,71,2,0,0.8375,0.957746478873239,80,70,-41.5777000069309,-0.141316919777985,es,regiment,battalion,regimiento,batallón,regimientobatallón
baño,500.514781245685,545.767642187271,-0.666863887555822,-0.600978141535888,13.2080814434907,16.19580318617,0.0547256557105788,0.0545291586959963,136,118,1,4,128,109,130,109,0,0,0.984615384615385,1,136,118,1,4,126,109,130,109,0,0,0.969230769230769,1,128,109,45.2528609415859,0.0658857460199341,es,shower,bathroom,ducha,baño,duchabaño
belleza,557.311495861775,517.167239676884,-0.513211165992609,-0.618813971078618,14.9619550436928,14.1062857456149,0.0616007439682193,0.0483959873651807,124,124,0,2,121,121,122,122,0,0,0.991803278688525,0.991803278688525,124,124,0,2,118,118,122,122,0,0,0.967213114754098,0.967213114754098,121,121,-40.1442561848914,-0.105602805086009,es,charm,beauty,encanto,belleza,encantobelleza
billetera,579.894722184118,591.634726671098,-0.417648864773306,-0.356549750693701,19.2325937327626,12.8565043008979,0.0724299965434639,0.0541805147710406,79,165,1,1,72,151,72,155,0,0,1,0.974193548387097,79,165,1,1,72,152,72,155,0,0,1,0.980645161290323,72,150,11.7400044869806,0.0610991140796052,es,pocket,wallet,bolsillo,billetera,bolsillobilletera
billón,560.00471912291,721.743664177321,-0.49201347145012,0.206895739944012,18.2631909089666,22.8791409679078,0.072180018324544,0.08173399331153,98,181,0,5,89,134,94,174,0,2,0.946808510638298,0.770114942528736,98,181,0,5,92,172,94,174,0,2,0.978723404255319,0.988505747126437,89,134,161.738945054411,0.698909211394132,es,million,billion,millón,billón,millónbillón
biología,528.749968249891,605.886707337517,-0.547378492212895,-0.43545167683388,27.6898546382088,17.8129507624313,0.0919451383376756,0.061915500825415,66,89,2,3,63,82,63,82,1,1,1,1,66,89,2,3,63,78,63,82,1,1,1,0.951219512195122,63,82,77.1367390876254,0.111926815379015,es,chemistry,biology,química,biología,químicabiología
biológico,543.145806460959,680.20377024988,-0.504422054901353,-0.0259303822564834,14.3916984052972,34.1778941490221,0.0757745200443993,0.0786576462955319,129,83,1,2,124,74,124,74,0,0,1,1,128,83,2,2,118,65,123,74,1,0,0.959349593495935,0.878378378378378,124,74,137.057963788922,0.47849167264487,es,chemical,biological,químico,biológico,químicobiológico
boda,564.947470184567,544.326740738463,-0.549770721818879,-0.58656476720467,19.7530698350358,20.79247399217,0.0548751437740596,0.0812968661944899,161,110,1,3,151,108,153,109,0,1,0.986928104575163,0.990825688073395,161,110,1,3,151,101,153,109,0,1,0.986928104575163,0.926605504587156,151,108,-20.6207294461042,-0.0367940453857918,es,engagement,wedding,compromiso,boda,compromisoboda
bolsa,509.275777745112,571.681720451638,-0.715861304420067,-0.495843274153607,19.1779875410118,27.0129747116356,0.0634770531172524,0.07674600356788,89,100,0,1,81,93,81,95,0,1,1,0.978947368421053,89,100,0,1,77,92,81,95,0,1,0.950617283950617,0.968421052631579,81,93,62.4059427065261,0.22001803026646,es,box,bag,caja,bolsa,cajabolsa
bolígrafo,601.322066033566,570.443877352328,-0.222206991966471,-0.402904728853922,22.7514483011065,20.849893070358,0.0830514599936736,0.0771282106154805,111,110,2,2,106,106,107,107,1,0,0.990654205607477,0.990654205607477,112,109,1,3,104,103,108,106,0,1,0.962962962962963,0.971698113207547,106,106,-30.8781886812383,-0.18069773688745,es,paper,pen,papel,bolígrafo,papelbolígrafo
