target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,th_cue,th_target,th_word_combo,unrelated_th_cue
เพลิดเพลิน,601.640999976119,529.530000035709,-0.489717822392898,-0.747752141712302,29.9671513490388,27.0300000595745,0.111087740348171,0.0519824791662661,3,3,0,0,3,2,3,3,0,0,1,0.666666666666667,3,3,0,0,3,3,3,3,0,0,1,1,3,2,-72.1109999404092,-0.258034319319404,th,comfortable,pleasant,สะดวกสบาย,เพลิดเพลิน,สะดวกสบายเพลิดเพลิน,ผู้สมัคร
เพิ่มเติม,571.152999984363,301.117000001483,-0.396763309841618,-1.26328551354243,34.2687321707196,,0.193346419449204,,4,1,0,0,4,1,4,1,0,0,1,1,4,1,0,0,4,1,4,1,0,0,1,1,4,1,-270.03599998288,-0.866522203700813,th,extra,additional,พิเศษ,เพิ่มเติม,พิเศษเพิ่มเติม,ภาพลวงตา
เพียงพอ,434.547500028683,632.821666655655,-0.861307210582373,-0.187546868500555,32.2961475441396,135.23375191195,0.047232336493452,0.531651763522881,4,3,1,0,4,3,4,3,0,0,1,1,4,3,1,0,4,2,4,3,0,0,1,0.666666666666667,4,3,198.274166626972,0.673760342081818,th,enough,sufficient,พอ,เพียงพอ,พอเพียงพอ,โค้ช
เพื่อน,494.698499984074,537.539833325888,-0.93209199119807,-0.730862398460151,59.2595228032385,41.6123382353809,0.216090611478415,0.0731831536897805,6,6,0,1,6,6,6,6,0,0,1,1,6,6,0,1,6,6,6,6,0,0,1,1,6,6,42.8413333418138,0.201229592737919,th,colleague,friend,เพื่อนร่วมงาน,เพื่อน,เพื่อนร่วมงานเพื่อน,หนังโป๊
เพื่อนชาย,907.084714318064,994.56816657134,0.382818278113188,0.860784877762825,266.402134363531,196.397037511022,0.698697391212627,0.600002595567838,7,6,0,1,7,6,7,6,0,0,1,1,7,6,0,1,6,6,7,6,0,0,0.857142857142857,1,7,6,87.4834522532763,0.477966599649637,th,dude,bro,เพื่อน,เพื่อนชาย,เพื่อนเพื่อนชาย,ความวุ่นวาย
เมตร,505.295285711289,1526.23549999999,-0.750349357428688,0.920879561824006,32.734475791911,974.104500023836,0.123251425279339,1.76369508326783,7,2,0,0,7,2,7,2,0,0,1,1,7,2,0,0,7,2,7,2,0,0,1,1,7,2,1020.9402142887,1.67122891925269,th,kilometer,meter,กิโลเมตร,เมตร,กิโลเมตรเมตร,อัลบั้ม
เมา,444.136999999697,529.520500095751,-0.796929200254338,-0.395599266623658,40.863000000303,10.3204999050215,0.144923883891945,0.189850200476005,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,85.3835000960536,0.40132993363068,th,sober,drunk,มีสติ,เมา,มีสติเมา,เครื่องมือ
เมือง,579.230000004749,503.186600004928,-0.348416181588471,-0.79922285316254,58.4426942167173,22.4025673013595,0.203801479974061,0.125820665924936,5,5,0,0,5,5,5,5,0,0,1,1,5,5,0,0,5,5,5,5,0,0,1,1,5,5,-76.0433999998206,-0.450806671574069,th,capital,city,เมืองหลวง,เมือง,เมืองหลวงเมือง,การร้องเรียน
เมื่อวาน,554.788500000286,518.11549997615,-0.5619237156276,-0.599250945978233,30.579734513576,27.2005000477075,0.218270264584383,0.0648727426442701,4,2,0,0,4,2,4,2,0,0,1,1,4,2,0,0,4,2,4,2,0,0,1,1,4,2,-36.6730000241367,-0.0373272303506325,th,today,yesterday,วันนี้,เมื่อวาน,วันนี้เมื่อวาน,กลืน
เย็น,666.235666650774,570.479571419718,-0.665118760275744,-0.525687871925136,204.384802898573,55.8799115277487,0.256567367010837,0.193940013086565,4,7,0,0,3,7,3,7,0,0,1,1,4,7,0,0,2,7,3,7,0,0,0.666666666666667,1,3,7,-95.7560952310561,0.139430888350607,th,hot,cold,ร้อน,เย็น,ร้อนเย็น,สิ่งประดิษฐ์
เย็น,666.235666650774,570.479571419718,-0.665118760275744,-0.525687871925136,204.384802898573,55.8799115277487,0.256567367010837,0.193940013086565,4,7,0,0,3,7,3,7,0,0,1,1,4,7,0,0,2,7,3,7,0,0,0.666666666666667,1,3,7,-95.7560952310561,0.139430888350607,th,hot,cold,ร้อน,เย็น,ร้อนเย็น,จุดสุดยอด
เย็น.1,507.873999964213,477.430799989286,-0.74127231884649,-0.784679003328425,36.991000035778,41.4872014263359,0.0123575437220064,0.108817657188687,2,5,1,0,2,5,2,5,0,0,1,1,2,5,1,0,2,5,2,5,0,0,1,1,2,5,-30.4431999749272,-0.0434066844819354,th,warm,cool,อบอุ่น,เย็น,อบอุ่นเย็น,สิ่งประดิษฐ์
เย็น.1,507.873999964213,477.430799989286,-0.74127231884649,-0.784679003328425,36.991000035778,41.4872014263359,0.0123575437220064,0.108817657188687,2,5,1,0,2,5,2,5,0,0,1,1,2,5,1,0,2,5,2,5,0,0,1,1,2,5,-30.4431999749272,-0.0434066844819354,th,warm,cool,อบอุ่น,เย็น,อบอุ่นเย็น,จุดสุดยอด
เรียบง่าย,477.887599990459,515.774000005971,-0.873505605744845,-0.763351270543082,40.2304028096612,33.7312766213851,0.057111861183135,0.209389691344802,5,4,0,0,5,4,5,4,0,0,1,1,5,4,0,0,5,4,5,4,0,0,1,1,5,4,37.8864000155125,0.110154335201764,th,simply,simple,อย่างเรียบง่าย,เรียบง่าย,อย่างเรียบง่ายเรียบง่าย,ความมั่นคง
เรือ,471.867999952316,860.101999976169,-0.628208639612596,0.267071317341568,,350.014037060748,,1.11376848230144,1,3,1,0,1,3,1,3,0,0,1,1,1,3,1,0,1,3,1,3,0,0,1,1,1,3,388.234000023853,0.895279956954164,th,crew,ship,ลูกเรือ,เรือ,ลูกเรือเรือ,ในที่สุด
เรือ,471.867999952316,860.101999976169,-0.628208639612596,0.267071317341568,,350.014037060748,,1.11376848230144,1,3,1,0,1,3,1,3,0,0,1,1,1,3,1,0,1,3,1,3,0,0,1,1,1,3,388.234000023853,0.895279956954164,th,crew,ship,ลูกเรือ,เรือ,ลูกเรือเรือ,ดำเนินชีวิต
เรือ.1,349.826999943412,403.384500023851,-1.17046841035636,-0.788520037901261,5.53600003867149,129.160500023805,0.0591071588127401,0.364104983478623,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,53.5575000804385,0.381948372455099,th,submarine,boat,เรือดำน้ำ,เรือ,เรือดำน้ำเรือ,ในที่สุด
เรือ.1,349.826999943412,403.384500023851,-1.17046841035636,-0.788520037901261,5.53600003867149,129.160500023805,0.0591071588127401,0.364104983478623,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,53.5575000804385,0.381948372455099,th,submarine,boat,เรือดำน้ำ,เรือ,เรือดำน้ำเรือ,ดำเนินชีวิต
เรื่องตลก,513.382333333332,508.799999988056,-0.801910797202005,-0.68380739018219,58.394656737112,,0.239277705837484,,4,1,0,1,3,1,3,1,0,0,1,1,4,1,0,1,3,1,3,1,0,0,1,1,3,1,-4.58233334527631,0.118103407019815,th,trick,joke,กลอุบาย,เรื่องตลก,กลอุบายเรื่องตลก,มือ
เรื่องอื้อฉาว,615.022200019681,707.348000103317,-0.3582413818182,0.0253747161631387,28.4775033084889,84.3655312535966,0.136113566202169,0.156718903120725,5,3,0,1,5,3,5,3,0,0,1,1,5,3,0,1,5,3,5,3,0,0,1,1,5,3,92.3258000836358,0.383616097981338,th,gossip,scandal,การนินทา,เรื่องอื้อฉาว,การนินทาเรื่องอื้อฉาว,ดีเอ็นเอ
เร็ว,556.636000024,611.945833075549,-0.842992778363108,-0.389810776318818,90.8181040602723,100.459911221902,0.218483390424923,0.28026622707209,3,6,0,2,3,6,3,6,0,0,1,1,3,6,0,2,3,6,3,6,0,0,1,1,3,6,55.3098330515488,0.45318200204429,th,slow,fast,ช้า,เร็ว,ช้าเร็ว,สอง
เร็วๆนี้,678.396749952358,755.295000095342,-0.276138207755484,-0.0627961142214536,140.099257889186,17.9050000477145,0.511456522861728,0.0168057436373647,4,3,0,0,4,2,4,2,0,0,1,1,4,3,0,0,4,2,4,2,0,0,1,1,4,2,76.8982501429841,0.21334209353403,th,just,recently,ขณะนี้,เร็วๆนี้,ขณะนี้เร็วๆนี้,ซอมบี้
เลีย,554.768999986583,818.397833330877,-0.366953508084958,0.247323095094523,14.7792793575887,91.2403213837648,0.128660543392882,0.26804354420893,4,6,0,0,4,6,4,6,0,0,1,1,4,6,0,0,4,5,4,6,0,0,1,0.833333333333333,4,6,263.628833344294,0.614276603179481,th,suck,lick,ดูด,เลีย,ดูดเลีย,บรรยาย
เลือก,472.79399996424,613.499500000006,-0.674322497617671,-0.369468584942861,39.118999988088,31.0453042817943,0.183950113090214,0.043979291345702,2,4,1,0,2,4,2,4,0,0,1,1,2,4,1,0,2,4,2,4,0,0,1,1,2,4,140.705500035766,0.304853912674811,th,choose,select,คัดเลือก,เลือก,คัดเลือกเลือก,โทรเลข
เล็ก,430.061250053855,382.8679999999,-0.949966305020129,-0.936731633959161,33.0490199605088,9.64599999994951,0.109591571347266,0.0846956529271481,4,2,0,0,4,2,4,2,0,0,1,1,4,2,0,0,4,2,4,2,0,0,1,1,4,2,-47.193250053955,0.013234671060968,th,little,small,เล็กน้อย,เล็ก,เล็กน้อยเล็ก,ระยะ
เว็บ,632.242666429423,648.016000063585,-0.24466110663224,-0.205931769464803,81.604778927972,100.641166536245,0.294034029145266,0.362313631442303,6,3,1,0,6,3,6,3,0,0,1,1,6,3,1,0,6,3,6,3,0,0,1,1,6,3,15.7733336341623,0.0387293371674366,th,internet,web,อินเทอร์เน็ต,เว็บ,อินเทอร์เน็ตเว็บ,ตระกูล
เสมอต้นเสมอปลาย,666.063666666654,729.933999988083,-0.214581070342458,-0.161458094301068,47.7052271941466,82.0342248556363,0.0954815755321641,0.31952967015786,6,4,1,0,6,4,6,4,0,0,1,1,6,4,1,0,6,4,6,4,0,0,1,1,6,4,63.8703333214288,0.0531229760413897,th,always,constantly,เสมอ,เสมอต้นเสมอปลาย,เสมอเสมอต้นเสมอปลาย,การประชดประชัน
เสรีนิยม,557.379499999981,632.610199999367,-0.578637208850102,-0.28527172388829,47.8286180365167,28.4014949895506,0.147474314688917,0.189394683631763,4,5,0,1,4,5,4,5,0,0,1,1,4,5,0,1,4,5,4,5,0,0,1,1,4,5,75.2306999993859,0.293365484961812,th,conservative,liberal,นักอนุรักษ์นิยม,เสรีนิยม,นักอนุรักษ์นิยมเสรีนิยม,ทนทาน
เสร็จ,543.556428581942,460.11033333675,-0.619555761039994,-0.755360729366716,25.4631769253483,44.1144944487527,0.0557120596616824,0.109398337782985,7,6,1,0,7,6,7,6,0,0,1,1,7,6,1,0,7,6,7,6,0,0,1,1,7,6,-83.4460952451922,-0.135804968326723,th,end,finish,จบ,เสร็จ,จบเสร็จ,บาดแผล
เสียง,500,560.865111095262,-0.789641856050674,-0.763741352261287,,54.1115804359988,,0.129464713035939,1,9,0,1,1,9,1,9,0,0,1,1,1,9,0,1,1,9,1,9,0,0,1,1,1,9,60.8651110952616,0.0259005037893875,th,noise,sound,เสียงรบกวน,เสียง,เสียงรบกวนเสียง,ผู้โดยสาร
เสื้อแจ็กเกต,1170.63033333335,648.785750000737,1.52051077175546,-0.255265298951708,450.885456818143,59.8106894243624,1.57972625712025,0.120417648589478,3,4,0,1,3,4,3,4,0,0,1,1,3,4,0,1,3,4,3,4,0,0,1,1,3,4,-521.844583332615,-1.77577607070717,th,shirt,jacket,เสื้อ,เสื้อแจ็กเกต,เสื้อเสื้อแจ็กเกต,ผู้ว่าราชการ
เส้นรอบวง,684.025666650753,656.417500045456,-0.00941134345867865,0.00684359828450715,68.8014122006281,102.570253800218,0.119805133799335,0.447505358066765,3,4,0,3,3,4,3,4,0,1,1,1,3,4,0,3,3,4,3,4,0,1,1,1,3,4,-27.6081666052971,0.0162549417431858,th,radius,perimeter,รัศมี,เส้นรอบวง,รัศมีเส้นรอบวง,ในแง่ดี
เหงา,499.453499976138,570.688399946678,-0.592539823629037,-0.719390470179914,3.348499976157,59.9314661409704,0.0331367979610063,0.102823055223076,2,10,1,0,2,10,2,10,0,0,1,1,2,10,1,0,2,10,2,10,0,0,1,1,2,10,71.23489997054,-0.126850646550878,th,alone,lonely,ตามลำพัง,เหงา,ตามลำพังเหงา,นานาชาติ
เหตุการณ์,530.453000019514,540.356799946772,-0.573276394906116,-0.663929890706718,29.6486732080169,51.8002724852217,0.0733595894560758,0.188823349380981,5,5,0,0,5,5,5,5,0,0,1,1,5,5,0,0,5,5,5,5,0,0,1,1,5,5,9.90379992725809,-0.0906534958006016,th,phenomenon,event,ปรากฏการณ์,เหตุการณ์,ปรากฏการณ์เหตุการณ์,เปิด
เหนือกว่า,469.799333317477,655.963750033523,-0.853260086477868,-0.351693588933199,15.3931218419117,97.6402740108451,0.050746334815562,0.294057571341065,3,4,0,0,3,4,3,4,0,0,1,1,3,4,0,0,3,4,3,4,0,0,1,1,3,4,186.164416716046,0.501566497544669,th,lower,upper,ต่ำกว่า,เหนือกว่า,ต่ำกว่าเหนือกว่า,เป็นสนิม
เหนือธรรมชาติ,902.172999999951,1025.08100000303,0.369032889094857,0.864909089854225,332.772594968917,,0.936337621751133,,3,1,0,0,3,1,3,1,0,0,1,1,2,1,1,0,2,1,2,1,1,0,1,1,3,1,122.908000003079,0.495876200759368,th,supernatural,paranormal,อภินิหาร,เหนือธรรมชาติ,อภินิหารเหนือธรรมชาติ,คุณแม่
เหยียดหยาม,628.799250015931,795.885375025508,-0.337473961850009,0.339279199443146,50.3877858410745,128.070838046115,0.195364598494813,0.479714693139436,4,8,0,0,4,8,4,8,0,0,1,1,4,8,0,0,4,7,4,8,0,0,1,0.875,4,8,167.086125009577,0.676753161293155,th,naive,cynical,ไร้เดียงสา,เหยียดหยาม,ไร้เดียงสาเหยียดหยาม,การอนุญาต
เหยื่อ,582.592599993467,554.067799999961,-0.398626108600147,-0.709545373346478,65.4051809672582,93.7456869826342,0.387452568561366,0.257121388384456,5,5,0,0,5,5,5,5,0,0,1,1,5,5,0,0,5,4,5,5,0,0,1,0.8,5,5,-28.5247999935062,-0.310919264746331,th,trap,bait,กับดัก,เหยื่อ,กับดักเหยื่อ,สหพันธรัฐ
เหรียญกษาปณ์,918.654500000004,918.188800006534,0.762577967635107,0.881252013197794,22.654500000004,199.50337161821,0.119762598107692,0.658823565450368,2,5,1,1,2,5,2,5,1,0,1,1,3,5,0,1,3,5,3,5,0,0,1,1,2,5,-0.46569999346957,0.118674045562688,th,artifact,medallion,สิ่งประดิษฐ์,เหรียญกษาปณ์,สิ่งประดิษฐ์เหรียญกษาปณ์,การธนาคาร
เหรียญรางวัล,512.795999998087,897.638999984134,-0.70457274716869,0.500766218721095,34.41219713753,227.642011105591,0.0472303011623697,0.66353582388575,5,3,0,0,5,3,5,3,0,0,1,1,5,3,0,0,5,3,5,3,0,0,1,1,5,3,384.842999986047,1.20533896588979,th,trophy,medal,ถ้วยรางวัล,เหรียญรางวัล,ถ้วยรางวัลเหรียญรางวัล,เส้นทาง
เหล็ก,669.747400009551,642.36924979747,-0.24415728726247,-0.258252670548988,195.058909832356,79.9793403516152,0.614088788306156,0.216465447023867,5,8,2,0,5,8,5,8,0,0,1,1,5,8,2,0,5,8,5,8,0,0,1,1,5,8,-27.3781502120816,-0.0140953832865175,th,concrete,steel,คอนกรีต,เหล็ก,คอนกรีตเหล็ก,โต๊ะทำงาน
เห็นแก่ตัว,655.617799991078,615.078666667221,-0.548585590181359,-0.270422234737642,120.239997510104,170.695411746605,0.18166372656499,0.596157579645455,5,3,0,0,5,3,5,3,0,0,1,1,5,3,0,0,5,3,5,3,0,0,1,1,5,3,-40.539133323857,0.278163355443717,th,stubborn,selfish,ดื้อรั้น,เห็นแก่ตัว,ดื้อรั้นเห็นแก่ตัว,เหล็ก
เอกสาร,555.200500000472,699.497749988841,-0.712673955233714,-0.0202384692398032,0.285499999561978,99.4710582959217,0.159387735760104,0.397100010026067,2,8,1,0,2,8,2,8,0,0,1,1,2,8,1,0,2,4,2,8,0,0,1,0.5,2,8,144.297249988369,0.692435485993911,th,file,document,ไฟล์,เอกสาร,ไฟล์เอกสาร,ปริมาณยา
เอชไอวี,1058.63916668257,1069.1294999881,0.916343407015152,0.850970878476554,228.542921945984,196.671499964255,0.652034357602795,1.13284202475403,6,2,0,1,6,2,6,2,0,0,1,1,6,2,0,1,5,2,6,2,0,0,0.833333333333333,1,6,2,10.4903333055338,-0.0653725285385989,th,aids,hiv,เอดส์,เอชไอวี,เอดส์เอชไอวี,ความอดทน
เอเจนซี,602.231999999975,602.871333327532,-0.36697796075603,-0.357471525818359,60.9691449956511,65.1802921229301,0.143440095766846,0.175575515405664,4,3,0,0,4,3,4,3,0,0,1,1,4,3,0,0,4,2,4,3,0,0,1,0.666666666666667,4,3,0.639333327557779,0.00950643493767067,th,firm,agency,บริษัท,เอเจนซี,บริษัทเอเจนซี,บารอน
เฮลิคอปเตอร์,1130.73099993443,992.87424999071,1.60197767574713,1.15960740836303,487.013019225685,371.239101112406,1.54084992054692,1.29018805998064,4,4,1,0,4,4,4,4,1,0,1,1,4,4,1,0,4,4,4,4,1,0,1,1,4,4,-137.856749943721,-0.442370267384103,th,ambulance,helicopter,รถพยาบาล,เฮลิคอปเตอร์,รถพยาบาลเฮลิคอปเตอร์,น้ำหนัก
เฮโรอีน,661.384999976144,668.838000015899,-0.337538676101768,-0.123793035744783,,66.33977607032,,0.176834998727204,1,3,0,1,1,3,1,3,0,0,1,1,1,3,0,1,1,3,1,3,0,0,1,1,1,3,7.45300003975501,0.213745640356985,th,cocaine,heroin,โคเคน,เฮโรอีน,โคเคนเฮโรอีน,ภูมิใจ
