target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,hu_cue,hu_target,hu_word_combo
tányér,543.029780006026,602.099433988974,-0.625135214302258,-0.38895245765562,24.667059141602,25.1419237969817,0.0796332764132318,0.0729705297416053,53,59,0,2,50,53,50,54,0,2,1,0.981481481481482,53,59,0,2,47,50,50,54,0,2,0.94,0.925925925925926,50,53,59.0696539829484,0.236182756646639,hu,bowl,plate,tál,tányér,táltányér
táska,555.432529423739,604.583854542417,-0.585088696403044,-0.407760957876805,20.7295122875245,44.8277035500555,0.0772692756921236,0.124544174637882,56,61,2,0,51,55,52,55,0,0,0.980769230769231,1,56,61,2,0,50,55,52,55,0,0,0.961538461538462,1,51,55,49.1513251186784,0.177327738526238,hu,box,bag,doboz,táska,doboztáska
téli,521.624460024402,607.932746295182,-0.670355882344205,-0.369833889348742,24.6126236547917,27.5982105842012,0.0905406550290657,0.0994000417779105,58,73,1,0,50,67,50,69,0,0,1,0.971014492753623,57,73,2,0,48,65,49,69,1,0,0.979591836734694,0.942028985507246,50,67,86.3082862707801,0.300521992995463,hu,summer,winter,nyári,téli,nyáritéli
térd,565.515272738727,669.032102024893,-0.466777242856977,0.091909531477682,16.3505534092385,26.2196779163407,0.0775347769597541,0.10386792272602,53,60,0,0,44,49,46,54,0,0,0.956521739130435,0.907407407407407,53,60,0,0,43,1,46,54,0,0,0.934782608695652,0.0185185185185185,44,49,103.516829286166,0.558686774334659,hu,shoulder,knee,váll,térd,válltérd
térkép,555.9280192486,516.118941184828,-0.61381326151994,-0.629834472324552,19.4148362290171,18.8006313010554,0.0589563637317708,0.0904012024006154,56,57,0,1,52,51,52,53,0,0,1,0.962264150943396,56,57,0,1,50,50,52,53,0,0,0.961538461538462,0.943396226415094,52,51,-39.8090780637717,-0.0160212108046116,hu,compass,map,iránytű,térkép,iránytűtérkép
tó,520.540566035147,561.720999983546,-0.544721732882772,-0.399386896935769,17.6496782571898,20.1272072745276,0.0859748542879108,0.0834846870195224,59,57,2,0,54,48,54,51,0,0,1,0.941176470588235,59,57,2,0,52,40,54,51,0,0,0.962962962962963,0.784313725490196,53,48,41.1804339483986,0.145334835947003,hu,river,lake,folyó,tó,folyótó
tökéletes,615.966686234126,540.850807683407,-0.397210553123259,-0.603419756349769,26.8826299609543,18.9199424722852,0.089332919518417,0.0652478568886438,59,56,0,0,51,52,51,52,0,0,1,1,59,56,0,0,46,48,51,52,0,0,0.901960784313726,0.923076923076923,51,52,-75.1158785507193,-0.20620920322651,hu,ideal,perfect,ideál,tökéletes,ideáltökéletes
tömlő,618.941827600994,605.375755090181,-0.302718935756188,-0.309106172462133,25.7069290042803,27.5519955746032,0.0881155620380086,0.103472777974393,59,55,0,0,58,50,58,51,0,0,1,0.980392156862745,59,55,0,0,55,50,58,51,0,0,0.948275862068966,0.980392156862745,58,49,-13.5660725108129,-0.00638723670594532,hu,pump,hose,szivattyú,tömlő,szivattyútömlő
történik,579.840812518336,552.372442310718,-0.461032556780836,-0.504497023516279,26.4091604306916,16.5247632167987,0.0729941434200127,0.0551806650835677,52,56,0,1,49,52,50,52,0,0,0.98,1,52,56,0,1,50,50,50,52,0,0,1,0.961538461538462,48,52,-27.4683702076175,-0.0434644667354435,hu,occur,happen,előfordul,történik,előfordultörténik
törvény,534.307229173702,650.301090917782,-0.6047661167964,-0.1168711018755,19.504926049809,51.1273603714748,0.062360933374272,0.224607783064935,58,61,0,1,49,55,49,58,0,0,1,0.948275862068966,58,61,0,1,44,56,49,58,0,0,0.897959183673469,0.96551724137931,48,55,115.99386174408,0.4878950149209,hu,gesture,act,gesztus,törvény,gesztustörvény
törülköző,768.88493478472,956.958611144765,0.280112283150398,0.974138888427175,58.5333252556072,63.6426920872944,0.18755487139527,0.198367283238087,54,58,2,2,46,54,51,55,0,1,0.901960784313726,0.981818181818182,54,57,2,3,48,46,51,54,0,2,0.941176470588235,0.851851851851852,46,54,188.073676360046,0.694026605276777,hu,blanket,towel,takaró,törülköző,takarótörülköző
túloz,675.204217389398,733.632638294335,-0.0590699541444429,0.315195405064506,32.8719563620403,37.8101623578869,0.114021807974055,0.142353708411933,56,59,2,0,47,47,53,51,2,0,0.886792452830189,0.92156862745098,56,59,2,0,46,48,53,51,2,0,0.867924528301887,0.941176470588235,46,47,58.4284209049374,0.374265359208949,hu,underestimate,exaggerate,alábecsül,túloz,alábecsültúloz
túlél,624.947773588178,674.514959994827,-0.253568856517769,0.0576093413254502,31.9357945971,38.6111689653154,0.1027956007393,0.160080769275677,59,57,2,1,53,50,54,51,1,0,0.981481481481482,0.980392156862745,59,57,2,1,51,49,54,51,1,0,0.944444444444444,0.96078431372549,53,50,49.5671864066495,0.311178197843219,hu,live,survive,élő,túlél,élőtúlél
tükör,585.834384618104,601.889150927502,-0.47124708424129,-0.379955094011879,36.7799542109625,31.3034685458363,0.115052013392878,0.0962350070120316,60,57,0,0,52,53,52,53,0,0,1,1,60,57,0,0,48,53,52,53,0,0,0.923076923076923,1,52,53,16.054766309398,0.0912919902294111,hu,reflection,mirror,visszaverődés,tükör,visszaverődéstükör
tüzérségi,871.393355564677,930.551552656714,0.917845882781188,1.12510245093124,69.6072736672433,57.0124421713849,0.229300103661057,0.253099116044756,58,56,1,1,45,39,53,48,0,0,0.849056603773585,0.8125,58,56,1,1,51,46,53,48,0,0,0.962264150943396,0.958333333333333,45,38,59.1581970920367,0.207256568150052,hu,cavalry,artillery,lovasság,tüzérségi,lovasságtüzérségi
tűzhely,551.601326083112,586.237357145688,-0.548016673732171,-0.400296970744428,32.4180788201372,26.2943714149787,0.0739115299068007,0.106018301129791,52,59,2,0,46,56,46,56,0,0,1,1,52,59,2,0,43,55,46,56,0,0,0.934782608695652,0.982142857142857,46,56,34.6360310625757,0.147719702987743,hu,oven,stove,sütő,tűzhely,sütőtűzhely
ugrás,576.176900005278,612.888217386176,-0.596512196009833,-0.299453380522849,24.3631203205348,28.8421107572486,0.0804845014287997,0.109404368496828,57,56,1,0,51,47,51,48,1,0,1,0.979166666666667,58,56,0,0,47,48,52,48,0,0,0.903846153846154,1,50,46,36.7113173808983,0.297058815486984,hu,climb,jump,mászik,ugrás,mászikugrás
ujjlenyomat,858.324730769979,713.6915471668,0.555852557367212,0.188557620898136,53.0523389645993,31.0566643555332,0.16884595859514,0.104738559167836,56,64,2,1,52,53,53,56,1,1,0.981132075471698,0.946428571428571,57,64,1,1,18,52,54,56,0,1,0.333333333333333,0.928571428571429,52,53,-144.633183603179,-0.367294936469075,hu,dna,fingerprint,dns,ujjlenyomat,dnsujjlenyomat
undorító,550.926551024985,587.429812515966,-0.503433276203477,-0.329055248584148,14.3760860316674,23.5557622081797,0.0453575473800042,0.0688201155526273,56,54,1,0,50,48,51,49,0,0,0.980392156862745,0.979591836734694,56,54,1,0,50,49,51,49,0,0,0.980392156862745,1,49,48,36.5032614909812,0.174378027619329,hu,dirty,disgusting,piszkos,undorító,piszkosundorító
unokatestvér,692.830714273086,738.259509080506,0.0318592734706963,0.168258920846041,37.3405440977988,39.5262281566674,0.12830865951943,0.132869494901349,54,57,0,2,49,55,49,55,0,1,1,1,54,56,0,3,45,48,49,54,0,2,0.918367346938776,0.888888888888889,49,55,45.4287948074209,0.136399647375344,hu,relative,cousin,rokon,unokatestvér,rokonunokatestvér
unokaöcs,639.054399988868,809.961409098952,-0.0917109515801121,0.572017779237459,32.1168031343207,50.9581703610068,0.147650446194772,0.203472942802806,56,58,1,0,50,44,52,53,0,0,0.961538461538462,0.830188679245283,56,58,1,0,51,42,52,53,0,0,0.980769230769231,0.792452830188679,50,44,170.907009110084,0.663728730817571,hu,grandson,nephew,unokája,unokaöcs,unokájaunokaöcs
utca,494.282425924414,497.549551028423,-0.647996327008071,-0.765609426298179,18.567611517354,13.8820917360706,0.0892019580523557,0.0547197708365041,59,56,1,3,54,49,55,51,1,2,0.981818181818182,0.96078431372549,58,56,2,3,46,48,55,51,1,2,0.836363636363636,0.941176470588235,54,49,3.26712510400938,-0.117613099290108,hu,avenue,street,sugárút,utca,sugárútutca
utolsó,493.108617017209,552.938019604445,-0.803038801916745,-0.592585815209284,14.781540498754,24.4323863077693,0.0701754548426863,0.0859092991013206,52,54,2,1,47,52,47,53,0,0,1,0.981132075471698,52,54,2,1,46,52,47,53,0,0,0.978723404255319,0.981132075471698,47,51,59.8294025872358,0.210452986707461,hu,first,last,első,utolsó,elsőutolsó
vaj,554.957222222102,588.932319160948,-0.480079304292579,-0.335571899480586,30.9285458322937,25.1519287749019,0.0975808203648664,0.0864724069838432,55,56,1,1,45,47,45,49,1,0,1,0.959183673469388,56,56,0,1,46,44,46,49,0,0,1,0.897959183673469,45,47,33.9750969388467,0.144507404811993,hu,honey,butter,édesem,vaj,édesemvaj
vakcina,735.433142873756,701.466813936899,0.202114064434568,0.132661374633687,33.5072851755406,18.7241320199887,0.10973121728701,0.0915844735716422,59,54,0,0,50,43,52,48,0,0,0.961538461538462,0.895833333333333,59,54,0,0,43,46,52,48,0,0,0.826923076923077,0.958333333333333,49,43,-33.9663289368577,-0.0694526898008819,hu,antidote,vaccine,ellenméreg,vakcina,ellenméregvakcina
valaha,573.121301877722,589.627320017989,-0.423564574653613,-0.320585128218286,19.9006343907096,26.7533611488521,0.0757082154679111,0.0981586028869279,60,59,0,0,53,50,53,56,0,0,1,0.892857142857143,60,58,0,1,51,52,53,55,0,1,0.962264150943396,0.945454545454545,53,50,16.5060181402671,0.102979446435327,hu,never,ever,soha,valaha,sohavalaha
valahol,563.070306119784,608.223113199483,-0.51191095861573,-0.359243156870297,23.5878488815725,41.2654582239492,0.0946797911828033,0.112166747130042,53,57,0,1,49,53,50,53,0,0,0.98,1,53,57,0,1,47,50,50,53,0,0,0.94,0.943396226415094,49,53,45.1528070796988,0.152667801745433,hu,elsewhere,somewhere,máshol,valahol,másholvalahol
valami,522.942833367481,528.902089299645,-0.647727539150576,-0.550291053612396,24.2210487127454,18.1577710788013,0.0930223055675212,0.0710729833690874,59,60,1,1,54,56,54,56,0,0,1,1,59,60,1,1,52,56,54,56,0,0,0.962962962962963,1,54,56,5.95925593216464,0.0974364855381804,hu,nothing,something,semmi,valami,semmivalami
valamiről,641.656183668052,693.546510214902,-0.214712800166904,-0.0327015745200206,43.0189352445032,52.9993840325213,0.139611722133699,0.181941620348132,51,57,0,0,49,49,49,50,0,0,1,0.98,51,56,0,1,43,47,49,49,0,1,0.877551020408163,0.959183673469388,49,49,51.8903265468504,0.182011225646884,hu,out,about,ki,valamiről,kivalamiről
vallás,617.540519272888,615.052596497726,-0.370601506518249,-0.479198468232854,35.9142639679618,37.8873599244535,0.109555075359091,0.10172894428332,57,59,0,0,52,57,52,57,0,0,1,1,56,58,1,1,49,56,52,56,0,1,0.942307692307692,1,52,57,-2.4879227751627,-0.108596961714605,hu,philosophy,religion,filozófia,vallás,filozófiavallás
valószínű,558.672807673713,662.022591830303,-0.455636397874547,-0.136287986092652,20.6987147282365,33.6058600088625,0.0993680898233209,0.120077468255886,60,52,0,0,52,49,53,49,0,0,0.981132075471698,1,60,52,0,0,52,40,53,49,0,0,0.981132075471698,0.816326530612245,52,49,103.34978415659,0.319348411781895,hu,explanation,plausible,magyarázat,valószínű,magyarázatvalószínű
valószínűleg,643.858200003965,669.068943412454,-0.175432038640741,-0.0795175569490302,42.1419128466017,26.322332346939,0.118354887037686,0.087905475326573,53,59,0,0,45,53,45,53,0,0,1,1,53,59,0,0,43,53,45,53,0,0,0.955555555555556,1,45,53,25.2107434084885,0.0959144816917108,hu,maybe,probably,talán,valószínűleg,talánvalószínűleg
valószínűleg.1,790.046416717498,577.879688909316,0.248431169010596,-0.334322653673328,47.9873583956133,21.9607372063439,0.16632244534939,0.0773770570007334,55,55,0,1,48,46,48,46,0,0,1,1,55,55,0,1,48,41,48,46,0,0,1,0.891304347826087,48,45,-212.166727808182,-0.582753822683924,hu,probability,likely,valószínűség,valószínűleg,valószínűségvalószínűleg
vanília,555.027781852975,681.811615385168,-0.501500386960966,-0.0314966085070718,21.1417976360136,30.0306506192222,0.0824135235904128,0.127467738678121,56,55,0,1,55,52,55,52,0,1,1,1,56,56,0,0,48,48,55,53,0,0,0.872727272727273,0.905660377358491,55,52,126.783833532193,0.470003778453894,hu,cinnamon,vanilla,fahéj,vanília,fahéjvanília
varázsló,622.963611118922,582.253614056165,-0.327649139323019,-0.467973715727396,24.9787313628127,22.1897358803336,0.0813770813988557,0.0632482925361828,58,64,0,1,54,57,54,58,0,1,1,0.982758620689655,58,64,0,1,54,54,54,58,0,1,1,0.931034482758621,54,57,-40.7099970627573,-0.140324576404377,hu,magic,wizard,varázslat,varázsló,varázslatvarázsló
vastag,534.957588241799,567.50921428822,-0.59355352467934,-0.448088884020024,15.995856687873,21.9681744639504,0.0668624256022655,0.0848990555612686,57,66,0,0,51,57,52,60,0,0,0.980769230769231,0.95,57,66,0,0,51,54,52,60,0,0,0.980769230769231,0.9,51,56,32.5516260464211,0.145464640659316,hu,thin,thick,vékony,vastag,vékonyvastag
vasárnap,523.840566046664,661.499843128243,-0.667326214168934,-0.171356803872694,16.5136962772127,46.68785284246,0.0825312133780165,0.171003268273557,58,55,0,1,53,51,54,51,0,0,0.981481481481482,1,58,54,0,2,51,49,54,50,0,1,0.944444444444444,0.98,53,51,137.659277081579,0.49596941029624,hu,saturday,sunday,szombat,vasárnap,szombatvasárnap
vereség,644.140500026105,643.032061236306,-0.28013747397872,-0.130613168999607,47.3245296265471,43.9229102763551,0.167223195506425,0.150378705127031,58,59,0,1,52,49,54,52,0,0,0.962962962962963,0.942307692307692,58,59,0,1,52,49,54,52,0,0,0.962962962962963,0.942307692307692,52,49,-1.10843878979949,0.149524304979113,hu,victory,defeat,győzelem,vereség,győzelemvereség
vers,555.461204085527,593.408791670584,-0.495563373306831,-0.37951239021843,22.3501796850175,20.8360842834119,0.0923024756733943,0.0818258265817759,55,57,1,1,49,48,50,51,0,0,0.98,0.941176470588235,55,57,1,1,49,50,50,51,0,0,0.98,0.980392156862745,49,48,37.9475875850567,0.116050983088401,hu,text,poem,szöveg,vers,szövegvers
verseny,533.301156854643,600.98466038099,-0.595499510605797,-0.299959909988505,15.4202383304126,47.3864634126505,0.0607147835199019,0.160465316199103,57,55,0,1,51,54,53,54,0,0,0.962264150943396,1,57,55,0,1,46,52,53,54,0,0,0.867924528301887,0.962962962962963,51,53,67.6835035263477,0.295539600617292,hu,marathon,race,maraton,verseny,maratonverseny
veszély,509.321134603032,520.05350877199,-0.650211716035348,-0.630119841823993,17.7613824020466,14.0152958817909,0.0614373076490776,0.0616731006218462,56,60,2,1,52,57,52,59,0,0,1,0.966101694915254,56,60,2,1,50,59,52,59,0,0,0.961538461538462,1,52,57,10.7323741689583,0.0200918742113549,hu,risk,danger,kockázat,veszély,kockázatveszély
veszélyes,550.483461544642,567.197490206191,-0.555018427846882,-0.546043397850124,30.2934529664145,21.8421634527236,0.138079517267329,0.0593507300712156,55,56,1,3,52,51,52,51,1,2,1,1,55,57,1,2,52,49,52,52,1,1,1,0.942307692307692,52,51,16.7140286615488,0.00897502999675859,hu,risky,dangerous,kockázatos,veszélyes,kockázatosveszélyes
vevő,543.627586965922,557.997551025311,-0.537416195111606,-0.483970841532127,19.1918804358272,20.098611550343,0.0811906322922842,0.0935725447897375,53,59,1,2,47,49,47,50,0,1,1,0.98,53,60,1,1,47,49,47,51,0,0,1,0.96078431372549,46,49,14.3699640593882,0.0534453535794794,hu,seller,buyer,eladó,vevő,eladóvevő
vezetéknév,581.42550001262,739.57904165156,-0.468497563848425,0.200371993221737,24.6598668405902,53.850062011247,0.0635567098084725,0.174024968552316,63,56,0,1,59,48,60,49,0,0,0.983333333333333,0.979591836734694,63,56,0,1,56,41,60,49,0,0,0.933333333333333,0.836734693877551,58,48,158.15354163894,0.668869557070162,hu,nickname,surname,becenév,vezetéknév,becenévvezetéknév
vezető,596.900104157733,589.765711538787,-0.305083953096758,-0.39213877663516,53.8474167840651,25.5679592034334,0.216026173315423,0.113083826105734,58,58,1,1,48,52,49,52,1,0,0.979591836734694,1,58,58,1,1,44,51,49,52,1,0,0.897959183673469,0.980769230769231,48,52,-7.13439261894541,-0.0870548235384017,hu,member,leader,tag,vezető,tagvezető
vicces,479.167788440463,544.803199986198,-0.832919104948701,-0.492474208278155,16.47963101807,14.0712837029679,0.0554431085845382,0.0633985037414089,56,55,2,0,52,50,52,50,0,0,1,1,55,55,3,0,51,45,51,50,1,0,1,0.9,52,50,65.6354115457356,0.340444896670547,hu,witty,funny,szellemes,vicces,szellemesvicces
videó-,825.261409088789,868.304857124568,0.730261543385471,0.754034395640612,48.5545553620069,53.0695547979475,0.19768128348216,0.17433741521626,56,56,0,3,44,42,50,53,0,1,0.88,0.792452830188679,56,55,0,4,27,50,50,52,0,2,0.54,0.961538461538462,44,42,43.0434480357782,0.0237728522551407,hu,dvd,video,dvd,videó-,dvdvideó-
vihar,526.225755094584,553.413895818443,-0.61691635057254,-0.435378680283562,20.3789364520701,22.6029584911829,0.0835256560819295,0.112688187096783,54,53,2,2,49,48,50,48,0,2,0.98,1,54,53,2,2,48,48,50,48,0,2,0.96,1,49,48,27.1881407238582,0.181537670288979,hu,wind,storm,szél,vihar,szélvihar
villa,544.534890894253,564.68941176642,-0.514567515489108,-0.421604938662335,20.498525047797,20.9339739392181,0.0891145182692452,0.0916857383558266,59,56,1,1,55,51,55,53,1,0,1,0.962264150943396,59,56,1,1,53,52,55,53,1,0,0.963636363636364,0.981132075471698,55,51,20.1545208721669,0.0929625768267723,hu,spoon,fork,kanál,villa,kanálvilla
világ,516.312065218741,511.895061244436,-0.690173014502384,-0.642003675920099,17.8777004910491,21.8286545858588,0.0716555516884488,0.0868868020950189,52,57,0,0,46,49,48,49,0,0,0.958333333333333,1,52,57,0,0,47,46,48,49,0,0,0.979166666666667,0.938775510204082,46,49,-4.41700397430554,0.0481693385822852,hu,international,world,nemzetközi,világ,nemzetközivilág
virág,516.787705893284,529.973760851742,-0.680787198594862,-0.678180704145715,16.5498596742372,15.1073411277642,0.0547700165101359,0.0523676092506356,57,52,1,0,51,46,52,46,0,0,0.980769230769231,1,57,52,1,0,51,46,52,46,0,0,0.980769230769231,1,51,46,13.1860549584576,0.00260649444914729,hu,plant,flower,növény,virág,növényvirág
visszatérés,673.814775855456,724.362584911585,-0.000650743042971674,0.0769608057492699,35.3428447013067,40.4235503996699,0.162693083793588,0.131112761738872,64,57,0,0,59,53,60,53,0,0,0.983333333333333,1,64,57,0,0,56,53,60,53,0,0,0.933333333333333,1,58,53,50.5478090561292,0.0776115487922416,hu,back,return,vissza,visszatérés,visszavisszatérés
viszlát,599.901604184582,601.394365388689,-0.41494175314965,-0.322310018236542,49.8068700831987,26.6901223255757,0.164864344644178,0.100561599172154,54,59,0,1,48,52,49,53,0,0,0.979591836734694,0.981132075471698,54,59,0,1,48,43,49,53,0,0,0.979591836734694,0.811320754716981,48,52,1.4927612041073,0.0926317349131074,hu,hello,bye,helló,viszlát,hellóviszlát
vita,581.612674399776,588.967150927515,-0.384817240361938,-0.306267279906894,21.2540410187167,32.4647238610366,0.0718750365835586,0.107929270073456,56,58,0,0,43,53,52,56,0,0,0.826923076923077,0.946428571428571,56,57,0,1,51,54,52,55,0,1,0.980769230769231,0.981818181818182,43,53,7.35447652773928,0.078549960455044,hu,conversation,discussion,beszélgetés,vita,beszélgetésvita
vita.1,576.21460784861,607.214418194061,-0.355062744360423,-0.26868021144419,28.431422329064,33.6605714461701,0.114042787376251,0.126933017478911,60,61,1,0,51,55,55,59,0,0,0.927272727272727,0.932203389830508,60,60,1,1,51,52,55,58,0,1,0.927272727272727,0.896551724137931,51,55,30.9998103454509,0.0863825329162324,hu,conflict,dispute,konfliktus,vita,konfliktusvita
vitamin,606.415290896257,624.048903861266,-0.305877505011642,-0.247462501999637,31.6199032502461,21.0923347674138,0.113601258023305,0.0815027687848851,59,58,1,0,55,52,56,55,0,0,0.982142857142857,0.945454545454545,60,57,0,1,56,47,56,54,0,1,1,0.87037037037037,55,52,17.6336129650089,0.0584150030120055,hu,protein,vitamin,fehérje,vitamin,fehérjevitamin
vitorla,715.34508332787,720.946181817722,0.130872989267567,0.257871464187606,33.9194444215022,26.5644979859647,0.157421350383407,0.121309233801993,64,56,2,0,48,33,55,45,0,0,0.872727272727273,0.733333333333333,64,56,2,0,55,43,55,45,0,0,1,0.955555555555556,48,33,5.60109848985201,0.126998474920039,hu,anchor,sail,horgony,vitorla,horgonyvitorla
vizelet,627.124220017449,684.752437503049,-0.212116108116417,0.0415891558352314,32.5150890481419,29.8272321622924,0.100620378750011,0.111419071142108,58,54,1,1,50,48,51,49,0,0,0.980392156862745,0.979591836734694,58,54,1,1,46,49,51,49,0,0,0.901960784313726,1,50,48,57.6282174856001,0.253705263951648,hu,blood,urine,vér,vizelet,vérvizelet
vodka,546.189807703776,583.17490002311,-0.538638113444373,-0.356101477746613,15.6407493813362,19.5623326346382,0.0666530945363081,0.0861362565738882,58,60,0,2,52,51,52,52,0,1,1,0.980769230769231,58,60,0,2,42,52,52,52,0,1,0.807692307692308,1,52,50,36.9850923193341,0.182536635697759,hu,whiskey,vodka,whisky,vodka,whiskyvodka
vonz,663.130576915853,673.454487183598,-0.027202718819138,0.0030349567829928,21.7336935854461,28.6591547808619,0.0882841831903631,0.12402943326043,63,51,0,2,52,39,59,45,0,1,0.88135593220339,0.866666666666667,63,51,0,2,57,44,59,45,0,1,0.966101694915254,0.977777777777778,52,39,10.3239102677448,0.0302376756021308,hu,attention,attract,figyelem,vonz,figyelemvonz
vád,581.917346936441,607.702916684973,-0.304515479065444,-0.361925043126316,28.6198831155127,40.5280782948526,0.136372328726784,0.150822195206869,56,57,1,0,50,48,52,49,0,0,0.961538461538462,0.979591836734694,55,57,2,0,44,44,51,49,1,0,0.862745098039216,0.897959183673469,49,48,25.7855697485321,-0.0574095640608711,hu,trailer,van,filmelőzetes,vád,filmelőzetesvád
vád.1,540.994952364601,515.815780001138,-0.52471553877508,-0.700128433794359,24.7414381059596,16.9387236783641,0.0791597194481565,0.0588678321109265,69,57,1,1,63,50,65,52,1,0,0.969230769230769,0.961538461538462,69,57,1,1,62,49,65,52,1,0,0.953846153846154,0.942307692307692,63,50,-25.179172363463,-0.175412895019279,hu,complaint,accusation,panasz,vád,panaszvád
vágott,538.396250012606,573.477320012234,-0.61376445165734,-0.499136710498268,20.8667508357126,19.7555780063746,0.0754047518142018,0.0785863774271913,55,55,1,1,48,50,49,50,0,0,0.979591836734694,1,55,55,1,1,46,47,49,50,0,0,0.938775510204082,0.94,48,50,35.0810699996277,0.114627741159073,hu,tear,cut,tépett,vágott,tépettvágott
válasz,615.044634596297,569.169461529483,-0.409144322583778,-0.571518999904274,45.0263348478783,33.0087041731908,0.128055569089528,0.092248514022882,58,58,1,1,52,52,52,53,0,0,1,0.981132075471698,58,58,1,1,50,50,52,53,0,0,0.961538461538462,0.943396226415094,52,52,-45.8751730668147,-0.162374677320496,hu,answer,reply,felelet,válasz,feleletválasz
választás,594.599400011462,666.746297874902,-0.389785492182022,-0.0714372254903531,27.7200957508833,50.5856846785292,0.114878428847892,0.158214600962597,55,54,1,0,45,47,45,48,0,0,1,0.979166666666667,55,54,1,0,43,45,45,48,0,0,0.955555555555556,0.9375,45,47,72.1468978634401,0.318348266691669,hu,campaign,election,kampány,választás,kampányválasztás
választási lehetőség,898.025380016418,1080.42246938101,1.02478725078708,1.54522331864447,42.553369944172,64.2431655155188,0.177475604316206,0.182666792657964,56,54,1,1,50,49,50,49,0,1,1,1,56,53,1,2,50,46,50,48,0,2,1,0.958333333333333,50,49,182.397089364588,0.520436067857398,hu,choice,option,választás,választási lehetőség,választásválasztási lehetőség
vállalat,559.378076935999,599.786326528546,-0.5151080475369,-0.280620222057464,26.4315224913265,27.8119950143392,0.0844870942728932,0.110814437999023,61,54,1,0,53,49,54,50,1,0,0.981481481481482,0.98,61,54,1,0,51,49,54,50,1,0,0.944444444444444,0.98,52,49,40.4082495925476,0.234487825479436,hu,company,corporation,cég,vállalat,cégvállalat
vállalkozó,639.914017547957,560.357571435557,-0.169175488212382,-0.530974448498464,41.3523217135468,23.6046103132523,0.209861812443842,0.0755949802254949,62,57,1,1,57,49,57,50,0,0,1,0.98,62,57,1,1,54,48,57,50,0,0,0.947368421052632,0.96,57,49,-79.5564461123997,-0.361798960286082,hu,millionaire,entrepreneur,milliomos,vállalkozó,milliomosvállalkozó
válság,627.890596158302,611.484978725613,-0.300103501633317,-0.273333677194413,41.6503857837648,38.5107315851166,0.136170917243269,0.123003508478659,57,57,1,0,52,47,52,48,1,0,1,0.979166666666667,56,57,2,0,50,47,51,48,2,0,0.980392156862745,0.979166666666667,52,47,-16.4056174326894,0.0267698244389047,hu,situation,crisis,helyzet,válság,helyzetválság
váltságdíj,754.733076939544,770.524603777599,0.121446500137175,0.386760746262715,33.0255854741633,45.3520390184521,0.085170099214541,0.17963852507048,56,58,0,0,52,53,53,54,0,0,0.981132075471698,0.981481481481482,56,57,0,1,43,50,53,53,0,1,0.811320754716981,0.943396226415094,52,53,15.7915268380547,0.26531424612554,hu,kidnapper,ransom,emberrabló,váltságdíj,emberrablóváltságdíj
vámpír,528.868132054193,550.823018541556,-0.655936110889961,-0.489002755158933,18.3244566353788,19.0873664124123,0.0742852601934795,0.074982440762131,59,61,2,1,53,54,53,54,0,0,1,1,59,61,2,1,48,53,53,54,0,0,0.905660377358491,0.981481481481482,53,54,21.954886487363,0.166933355731028,hu,zombie,vampire,zombi,vámpír,zombivámpír
vár,528.24192727608,501.733098032327,-0.668968044556511,-0.732726978120938,20.7582327739339,13.6739438661452,0.0584808694428407,0.053156456642827,60,59,0,1,55,52,55,52,0,0,1,1,60,58,0,2,54,48,55,52,0,0,0.981818181818182,0.923076923076923,55,51,-26.5088292437529,-0.0637589335644264,hu,palace,castle,palota,vár,palotavár
váratlanul,572.519288884101,699.361803899836,-0.365133299980379,0.0928630436740748,22.4971610845368,34.993286414862,0.0918537811317974,0.137676592874757,53,60,2,2,45,51,45,53,0,0,1,0.962264150943396,53,60,2,2,44,41,45,53,0,0,0.977777777777778,0.773584905660377,45,51,126.842515015735,0.457996343654453,hu,suddenly,unexpectedly,hirtelen,váratlanul,hirtelenváratlanul
város,513.557357172012,534.273708330593,-0.7053106478705,-0.62630542407431,18.1898870053171,32.0914880700395,0.0672328151466272,0.0873335938774545,60,53,1,0,56,48,56,48,1,0,1,1,60,53,1,0,56,48,56,48,1,0,1,1,56,48,20.7163511585813,0.0790052237961891,hu,capital,city,főváros,város,fővárosváros
